category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,16/175,71/2914,0.22535211267605634,3.752434607645875,5.934047315108284,2.527429375726152e-6,3.8997795598272013e-4,3.196683804919946e-4,OAS1/ICAM1/BLNK/GADD45B/JAK3/OAS3/OAS2/GADD45A/CR2/CDK2/CDKN1A/IL6/MYC/TLR2/B2M/ISG15,16
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,13/175,49/2914,0.2653061224489796,4.417725947521866,6.097702235903324,3.3189613275125116e-6,3.8997795598272013e-4,3.196683804919946e-4,IL4R/IL1R2/IL1R1/CR2/IL1B/CD36/IL6/FCGR1A/CD1D/CD14/CD34/CD8B2/ITGB3,13
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,11/175,37/2914,0.2972972972972973,4.950424710424711,6.111783628343511,5.823446948934989e-6,4.5617001099990746e-4,3.7392659356319405e-4,CXCL12/CCL2/IL18RAP/TNFRSF10B/TNFSF10/IL6/CXCR1/CCR1/CX3CR1/TNFRSF10D/CXCR2,11
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,12/175,47/2914,0.2553191489361702,4.251428571428571,5.679401224339607,1.242495305375857e-5,6.240963021799144e-4,5.115772600175783e-4,ICAM1/BLNK/GADD45B/CARD10/CXCL12/IL1R1/GADD45A/IL1B/BCL2A1/TNFRSF13C/CD14/CARD11,12
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,21/175,127/2914,0.16535433070866143,2.7533858267716536,5.1062740378754965,1.3278644727232223e-5,6.240963021799144e-4,5.115772600175783e-4,IL4R/CXCL12/CCL2/IL1R2/IL1R1/IL1RL1/IL18RAP/TNFRSF10B/TNFSF10/IL1B/LIF/IL6/OSMR/TNFRSF13C/INHBB/CXCR1/CCR1/CX3CR1/TNFRSF10D/CXCR2/RELL1,21
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,11/175,49/2914,0.22448979591836735,3.738075801749271,4.885111092802886,1.051003920975977e-4,0.0041164320238225765,0.0033742757462912948,OAS1/CCL2/OAS3/OAS2/IL1B/IL6/TLR2/TLR3/B2M/SOCS3/ITGB3,11
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,8/175,31/2914,0.25806451612903225,4.297142857142857,4.664332917799211,3.4497032544700306e-4,0.010898015269264988,0.008933199526429979,GADD45B/TP53I3/GADD45A/TNFRSF10B/CDK2/CDKN1A/THBS1/CCNB2,8
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,11/175,56/2914,0.19642857142857142,3.2708163265306123,4.336488108679415,3.709962644856166e-4,0.010898015269264988,0.008933199526429979,OAS1/ICAM1/CCL2/OAS3/OAS2/TNFRSF10B/TNFSF10/IL1B/IL6/TLR3/SOCS3,11
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,8/175,32/2914,0.25,4.162857142857143,4.546747408945462,4.3670506700814866e-4,0.011402854527434992,0.009347020732455113,ICAM1/CCL2/IL1B/CD36/IL6/TLR2/THBS1/ACKR1,8
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,14/175,88/2914,0.1590909090909091,2.649090909090909,3.970023755027873,5.996898516957799e-4,0.014092711514850828,0.01155192030108713,TLR8/SELPLG/NCF2/RAC2/SIGLEC9/TLR2/FCGR2A/FCGR1A/FPR2/FPR1/CASP4/FCGR3A/ITGB3/H4C2,14
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,10/175,52/2914,0.19230769230769232,3.202197802197803,4.04964013954089,8.210007284957069e-4,0.017539561017862828,0.014377333331551615,EDN1/ICAM1/CCL2/VEGFA/F3/IL1B/IL6/PIM1/COL3A1/THBD,10
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,10/175,55/2914,0.18181818181818182,3.0275324675324677,3.8365011704709135,0.0012967919065230234,0.025395508169409206,0.02081692270997485,GADD45B/BCL6/GADD45A/TNFSF10/CDK2/CDKN1A/IL6/PLK4/CCNB2/DEPP1,10
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,11/175,66/2914,0.16666666666666666,2.775238095238095,3.686819151183256,0.001579150566571378,0.026507170224590985,0.021728161931019715,NCF2/CD36/TLR2/THBS1/FCGR2A/FCGR1A/CD14/TUBB6/SFTPA2/FCGR3A/ITGB3,11
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,11/175,66/2914,0.16666666666666666,2.775238095238095,3.686819151183256,0.001579150566571378,0.026507170224590985,0.021728161931019715,EDN1/ICAM1/CCL2/VEGFA/IL1R2/IL1R1/NCF2/IL1B/RAC2/THBD/ITGB3,11
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,12/175,78/2914,0.15384615384615385,2.5617582417582416,3.5334686714774586,0.0019968175152180485,0.03128347440508276,0.025643340721747572,OAS1/NLRP1/NAMPT/CCL2/OAS3/OAS2/IL1B/IL6/GBP4/IFI16/CASP4/CASP12,12
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,10/175,59/2914,0.1694915254237288,2.82227602905569,3.5738009701210784,0.0022588045969472877,0.033091427977327566,0.02712533625913078,IL4R/JAK3/CISH/CDKN1A/LIF/IL6/MYC/PIM1/OSMR/SOCS3,10
