category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,3/15,88/2914,0.03409090909090909,6.622727272727272,3.852068844680555,0.009308801127425551,0.3187147016736558,0.30194024369083183,SELE/NLGN4Y/CD28,3
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,2/15,49/2914,0.04081632653061224,7.929251700680271,3.518145755192172,0.025300576131910387,0.3187147016736558,0.30194024369083183,IL1R2/IL3RA,2
NA,NA,hsa03273,Virion - Lassa virus and SFTS virus,1/15,6/2914,0.16666666666666666,32.37777777777777,5.533403891783268,0.03051649189075689,0.3187147016736558,0.30194024369083183,PCDH11X,1
Human Diseases,Immune disease,hsa05330,Allograft rejection,1/15,8/2914,0.125,24.283333333333335,4.742792325102344,0.04049395761115937,0.3187147016736558,0.30194024369083183,CD28,1
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,2/15,66/2914,0.030303030303030304,5.886868686868687,2.8881810149079703,0.043883685388232806,0.3187147016736558,0.30194024369083183,SELE/IL1R2,2
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,1/15,10/2914,0.1,19.42666666666667,4.197978768616371,0.050375519685860626,0.3187147016736558,0.30194024369083183,CD28,1
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,1/15,10/2914,0.1,19.42666666666667,4.197978768616371,0.050375519685860626,0.3187147016736558,0.30194024369083183,CD28,1
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,1/15,12/2914,0.08333333333333333,16.188888888888886,3.791924557935311,0.06016203468669257,0.3187147016736558,0.30194024369083183,CD28,1
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,2/15,80/2914,0.025,4.856666666666667,2.51564259105812,0.06203165342452558,0.3187147016736558,0.30194024369083183,TJP1/LPAR4,2
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,2/15,84/2914,0.023809523809523808,4.625396825396825,2.424899475342778,0.06762893777444942,0.3187147016736558,0.30194024369083183,TLR8/RPS4Y1,2
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,2/15,88/2914,0.022727272727272728,4.415151515151516,2.339682882217723,0.07339379994370598,0.3187147016736558,0.30194024369083183,TLR8/FPR2,2
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,1/15,18/2914,0.05555555555555555,10.792592592592593,2.9972738496113207,0.0889597572812797,0.3187147016736558,0.30194024369083183,TJP1,1
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,2/15,101/2914,0.019801980198019802,3.846864686468647,2.094278384396716,0.09319012920358359,0.3187147016736558,0.30194024369083183,LPAR4/TMSB4Y,2
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,1/15,19/2914,0.05263157894736842,10.22456140350877,2.9012824216626365,0.09367854306884205,0.3187147016736558,0.30194024369083183,SELE,1
Genetic Information Processing,Translation,hsa03010,Ribosome,1/15,22/2914,0.045454545454545456,8.830303030303032,2.651444431656346,0.10769839189846875,0.3187147016736558,0.30194024369083183,RPS4Y1,1
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,1/15,25/2914,0.04,7.770666666666667,2.445228397086283,0.1215156172209263,0.3187147016736558,0.30194024369083183,CD28,1
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,1/15,26/2914,0.038461538461538464,7.471794871794872,2.383990866695801,0.12607680300897972,0.3187147016736558,0.30194024369083183,LIPG,1
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,1/15,27/2914,0.037037037037037035,7.1950617283950615,2.3259259946122657,0.13061587778559514,0.3187147016736558,0.30194024369083183,CD28,1
