category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,31/225,127/2914,0.2440944881889764,3.161294838145232,7.203001290945585,2.334340434609216e-9,6.302719173444883e-7,5.35669699731378e-7,TNFRSF12A/NGFR/TNFRSF1A/IL4R/CXCL2/OSM/CSF2RB/IL7/TNFRSF10A/CSF3/CCL2/IL1R1/IL1RL1/IL18RAP/TNFRSF10B/TNFSF10/IL1B/LIF/IL15RA/IL6/OSMR/IFNA5/TNFRSF13C/CXCR1/CCR1/CX3CR1/IL12A/TNFRSF10D/TNFRSF10C/CXCR2/RELL1,31
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,14/225,37/2914,0.3783783783783784,4.900420420420421,6.905711849428412,2.2161893577677228e-7,2.9918556329864257e-5,2.542785684175598e-5,TNFRSF1A/CXCL2/TNFRSF10A/CCL2/IL18RAP/TNFRSF10B/TNFSF10/IL6/CXCR1/CCR1/CX3CR1/TNFRSF10D/TNFRSF10C/CXCR2,14
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,16/225,59/2914,0.2711864406779661,3.512165725047081,5.638159216210534,5.132870316407508e-6,4.6195832847667576e-4,3.9261955402696035e-4,IL4R/OSM/CSF2RB/IL7/CSF3/CISH/CDKN1A/LIF/IL15RA/IL6/MYC/PIM1/OSMR/IFNA5/IL12A/SOCS3,16
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,11/225,32/2914,0.34375,4.451944444444444,5.678817326738819,1.3773935312008043e-5,9.297406335605429e-4,7.901889205309877e-4,SELE/ICAM1/CSF3/CCL2/IL1B/IL6/TLR2/THBS1/IL12A/CR1/ACKR1,11
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,14/225,52/2914,0.2692307692307692,3.486837606837607,5.233357264766355,2.239423310044701e-5,0.0012092885874241386,0.0010277774349257787,SELE/EDN1/ICAM1/CCL2/VEGFA/F3/EGR1/IL1B/COL4A2/IL6/PIM1/NOS3/THBD/COL4A1,14
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,13/225,47/2914,0.2765957446808511,3.582222222222222,5.1617242157061405,3.239924545394306e-5,0.0014579660454274376,0.0012391290366595767,TNFRSF1A/CXCL2/ICAM1/BLNK/GADD45B/IL1R1/GADD45A/IL1B/BCL2A1/LY96/TNFRSF13C/CD14/CARD11,13
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,13/225,49/2914,0.2653061224489796,3.436009070294785,4.97371307724544,5.258158610015846e-5,0.002028146892434683,0.0017237271834337664,IL4R/IL7/CSF3/IL1R1/CR2/IL1B/IL6/FCGR1A/ITGA5/CD14/CR1/CD8B2/ITGB3,13
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,11/225,40/2914,0.275,3.5615555555555556,4.717984322310659,1.41537715036231e-4,0.004776897882472797,0.0040598976155129425,PLAUR/CR2/F3/F10/MASP1/F2RL3/BDKRB2/THBD/SERPINA1/C5AR1/CR1,11
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,27/225,171/2914,0.15789473684210525,2.0449122807017543,4.073156388057092,1.903133221104879e-4,0.005374474948026989,0.004567779877855296,NGFR/IL4R/FGF20/ANGPT2/OSM/IL7/CSF3/VEGFA/SPP1/NR4A1/CDK2/CDKN1A/COL4A2/IL6/MYC/TLR2/THBS1/FGF2/EPHA2/OSMR/IFNA5/CREB3L1/ITGA5/NOS3/EFNA1/COL4A1/ITGB3,27
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,10/225,35/2914,0.2857142857142857,3.7003174603174602,4.648299625920756,2.0234213291669276e-4,0.005374474948026989,0.004567779877855296,ICAM1/SELPLG/MASP1/FCGR2A/FCGR1A/FCGR3B/FPR2/FPR1/C5AR1/FCGR3A,10
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,14/225,63/2914,0.2222222222222222,2.8780246913580245,4.358520210869228,2.189600904751736e-4,0.005374474948026989,0.004567779877855296,SELE/TNFRSF1A/BCL3/EDN1/CXCL2/ICAM1/CCL2/IRF1/IL1B/LIF/IL6/CREB3L1/NOD2/SOCS3,14
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,14/225,66/2914,0.21212121212121213,2.7472053872053874,4.1525228952438225,3.6751757169054466e-4,0.007633057258188236,0.00648735470676427,MSR1/CD209/NCF2/TLR2/THBS1/FCGR2A/FCGR1A/ITGA5/FCGR3B/CD14/TUBB6/SFTPA2/FCGR3A/ITGB3,14
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,14/225,66/2914,0.21212121212121213,2.7472053872053874,4.1525228952438225,3.6751757169054466e-4,0.007633057258188236,0.00648735470676427,SELE/TNFRSF1A/EDN1/ICAM1/CCL2/VEGFA/IL1R1/NCF2/IL1B/RAC2/NOS3/THBD/CDH5/ITGB3,14
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,17/225,93/2914,0.1827956989247312,2.3674074074074074,3.8761802076653042,5.71302766589855e-4,0.011017981927090059,0.009364210760645742,SELE/TNFRSF1A/CXCL2/ICAM1/TNFRSF10A/CCL2/NCF2/TNFRSF10B/TNFSF10/IL1B/IL6/TLR2/IFNA5/LY96/NOS3/IL12A/CD14,17
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,16/225,88/2914,0.18181818181818182,2.354747474747475,3.732327182146456,8.825412476559273e-4,0.015469494381458731,0.013147562476249527,TLR8/SELPLG/NCF2/RAC2/SIGLEC9/TLR2/FCGR2A/FCGR1A/FCGR3B/FPR2/FPR1/CASP4/C5AR1/CR1/FCGR3A/ITGB3,16
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,15/225,80/2914,0.1875,2.4283333333333332,3.746629448376503,9.167107781605174e-4,0.015469494381458731,0.013147562476249527,TNFRSF1A/CD209/IL1B/IL6/TLR2/FCGR2A/IFNA5/FCGR1A/FCER1G/FCGR3B/NOD2/IL12A/CD14/CR1/FCGR3A,15
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,13/225,65/2914,0.2,2.5902222222222226,3.7500268052241967,0.0010761811751067631,0.01709228925169565,0.01452677994880956,TNFRSF1A/BLNK/IL1R1/NCF2/IL1B/FOSB/FCGR2A/FCGR1A/FCGR3B/FOSL1/SOCS3/FCGR3A/ITGB3,13
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,9/225,37/2914,0.24324324324324326,3.1502702702702705,3.807063158406517,0.001522803342143298,0.022842050132149468,0.019413516291651403,CXCL2/CSF3/CCL2/IL1B/FOSB/IL6/S100A8/S100A9/FOSL1,9
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,15/225,85/2914,0.17647058823529413,2.2854901960784315,3.478787157893307,0.001750931335595147,0.024881655821615247,0.021146982335719784,TNFRSF1A/ICAM1/IL1R1/EGR1/EGR2/CDK2/CDKN1A/ZFP36/IL15RA/IL6/MYC/CCNB2/CREB3L1/TNFRSF13C/FOSL1,15
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,8/225,31/2914,0.25806451612903225,3.3422222222222224,3.7918637438106826,0.0018502536085034148,0.0249784237147961,0.021229225613354972,GADD45B/TNFRSF10A/GADD45A/TNFRSF10B/CDK2/CDKN1A/THBS1/CCNB2,8
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,7/225,25/2914,0.28,3.6263111111111113,3.8142442896383084,0.0021456107918676826,0.027586424466870207,0.023445772061511518,IL4R/IL18RAP/IL1B/IL6/TLR2/NOD2/IL12A,7
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,11/225,56/2914,0.19642857142857142,2.543968253968254,3.3741731714046304,0.003015017383615107,0.03700248607163995,0.03144850668077002,TNFRSF1A/ICAM1/TNFRSF10A/CCL2/TNFRSF10B/TNFSF10/IL1B/IL6/IFNA5/IL12A/SOCS3,11
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,9/225,41/2914,0.21951219512195122,2.8429268292682925,3.4371485963093233,0.0032660452038244755,0.037467328807353956,0.031843577699817396,NCF2/IL1B/TLR2/FCGR2A/FCGR1A/FCGR3B/IL12A/CR1/FCGR3A,9
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,10/225,49/2914,0.20408163265306123,2.643083900226758,3.354760859154081,0.0034596983184389373,0.037467328807353956,0.031843577699817396,TNFRSF1A/CCL2/IL1B/IL6/TLR2/IFNA5/ITGA5/IL12A/SOCS3/ITGB3,10
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,7/225,27/2914,0.25925925925925924,3.3576954732510287,3.5596909958896985,0.003469197111792033,0.037467328807353956,0.031843577699817396,CXCL2/IL1B/IL6/TLR2/IL12A/CD14/CR1,7
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,13/225,78/2914,0.16666666666666666,2.1585185185185183,2.9995994726522666,0.00585572328619475,0.06080943412586856,0.05168209216155691,CXCL2/NAMPT/CCL2/GBP1/IL1B/IL6/IFNA5/GBP5/GBP2/IFI16/NOD2/CASP4/CASP12,13
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,9/225,45/2914,0.2,2.5902222222222226,3.109316282642271,0.006296954840003373,0.06296954840003373,0.05351797875714368,TLR8/SPP1/IL1B/IL6/TLR2/IFNA5/LY96/IL12A/CD14,9
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,13/225,79/2914,0.16455696202531644,2.1311954992967648,2.948090306662933,0.006539869655385725,0.06306302881979092,0.053597428002785275,TNFRSF1A/CXCL2/ICAM1/ANGPT2/HCK/VEGFA/CDKN1A/ZFP36/IL6/MYC/FGF2/IFNA5/CCR1,13
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,9/225,48/2914,0.1875,2.4283333333333332,2.885879528572465,0.009727560558280165,0.09056694312881532,0.07697307447205357,CXCL2/IL1R1/IL1B/COL4A2/IL6/TLR2/IL12A/CD14/COL4A1,9
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,12/225,75/2914,0.16,2.0721777777777777,2.720701132404646,0.011063855909161409,0.09700690263890298,0.08244641237926258,NGFR/GADD45B/GADD45A/NR4A3/CDKN1A/IL6/MYC/BCL2A1/FCGR1A/HHEX/RUNX1/CD14,12
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,9/225,49/2914,0.1836734693877551,2.3787755102040817,2.8151101197902944,0.011137829562244416,0.09700690263890298,0.08244641237926258,EDN1/ANGPT2/TIMP1/VEGFA/CDKN1A/IL6/PDK1/HK2/NOS3,9
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,5/225,19/2914,0.2631578947368421,3.4081871345029238,3.045852362877401,0.012441674028698838,0.10497662461714645,0.08921989928474826,SELE/ICAM1/IL1B/IL6/IL12A,5
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,14/225,95/2914,0.14736842105263157,1.9085847953216373,2.6040290799805117,0.012865358470247275,0.10499906245432332,0.0892389692594249,TNFRSF1A/CCL2/VEGFA/IL1R1/CDKN1A/IL1B/RAC2/IL6/MYC/IFNA5/CREB3L1/CCR1/CXCR2/ITGB3,14
