category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
NA,NA,hsa04081,Hormone signaling,103/2345,114/2914,0.9035087719298246,1.1227396850334794,2.7135882316976856,0.0028278449571882266,0.47944994574134375,0.47944994574134375,CALCR/GIPR/IGF1/GNA15/GUCY2C/ADCY2/GNB1/OPRK1/GNAS/NOS1/THPO/RAPGEF4/PDYN/AMH/HAMP/VIPR2/GHRHR/CCKBR/OPRM1/GLP1R/SLC16A10/NPR3/PRLR/VIPR1/POMC/OPRD1/PRLHR/ADRA1A/NPPB/HCRTR1/GHSR/PIK3CA/RAMP3/THRA/STAT5A/GNG13/MCHR1/RAMP1/IRS4/HCRTR2/PLCB2/ADCY3/ITGAV/SLC40A1/PRKG2/BMPR1B/SSTR1/ESR2/AGTR1/PIK3R1/VIP/GNA12/SLC16A2/GNRH1/CRH/DRD2/ADRA2A/THRB/DRD3/MCHR2/GNA14/SST/GHRL/APPL1/GNG3/CCKAR/ADCY1/TSHR/AVPR1A/MC4R/GNG8/PNOC/GNG4/IRS1/NPR1/ADRA1B/FSHR/TRH/PIK3CD/ADRA1D/GNB2/GNG12/ADCY5/GNG5/ADCY6/TRHR/NPPA/GNG7/OXTR/PENK/PLCB1/PMCH/ADRA2C/DRD1/PRKG1/GNG2/CCK/AVPR1B/DIO2/MC1R/ITGB3/ADRA2B/SSTR3,103
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,64/2345,69/2914,0.927536231884058,1.1525972621365224,2.603848333910552,0.003804299077190859,0.47944994574134375,0.47944994574134375,SLC18A1/MAPK9/CREB3L3/MAOB/CAMK2A/GNB1/GSK3B/GNAS/GSK3A/MAPK8/PPP3CB/MAPK10/PPP2CA/ATF2/AKT3/GRIA2/GRIA3/PRKCG/GNG13/ATF4/CALY/PPP1R1B/DDC/BMAL1/CLOCK/PPP2R1B/PLCB2/GNAL/ARRB2/CALM2/SCN1A/CAMK2D/CREB5/CAMK2G/DRD2/ITPR1/DRD3/GRIA4/KIF5A/MAPK13/KCNJ6/CALM3/GNG3/KCNJ9/KCNJ3/SLC18A2/PRKCB/GNG8/GNG4/KIF5C/FOS/GNB2/GNG12/ADCY5/GNG5/PPP2R2D/GNG7/TH/CREB3L2/PLCB1/GRIN2A/DRD1/MAPK11/GNG2,64
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,88/2345,97/2914,0.9072164948453608,1.1273470643835315,2.5892078455372043,0.0042808030869762835,0.47944994574134375,0.47944994574134375,SEMA3F/SEMA3B/EPHA3/NTN1/CAMK2A/EPHA8/NCK2/TRPC5/NTN4/SEMA3A/PAK3/EPHA6/GSK3B/DPYSL2/SEMA4G/EFNA2/MAPK1/NFATC4/NFATC2/BMP7/PAK5/PARD6A/MET/EPHB6/LIMK1/CXCL12/PPP3CB/EFNB3/WNT5B/UNC5A/WNT5A/PLXNA1/EPHA4/PIK3CA/CXCR4/EFNB2/LRRC4/SMO/PAK4/PLXNA3/TRPC4/EPHB2/KRAS/ROCK2/EPHA7/SEMA4F/TRPC6/BMPR1B/GDF7/TRPC1/EPHA5/CAMK2D/PIK3R1/RASA1/PARD3/CAMK2G/PAK1/SEMA3D/EPHB1/DPYSL5/NTN3/WNT4/NTNG1/PLXNB1/SHH/EFNA1/RAC3/ROBO1/PIK3CD/RND1/CFL1/RHOD/RGMA/LIMK2/EPHB3/EFNA5/SEMA4B/PTCH1/DCC/PPP3R2/SEMA4A/SRGAP3/NTNG2/ARHGEF12/SRGAP1/PLCG2/PLXNB3/EFNA4,88
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,44/2345,47/2914,0.9361702127659575,1.1633262260127932,2.2912714413854327,0.010845223075854196,0.8216164277708435,0.8216164277708435,CACNG3/CACNA2D2/PKP2/CTNNA2/CACNB1/ATP2A3/CACNG5/CACNG4/ACTN2/ITGA8/TCF7/CACNA1S/NOS1/LAMA1/CACNA1F/SGCG/CACNG7/ITGB8/CACNG1/ITGA4/SLC8A2/SSPN/ITGB4/DSC2/ITGA11/ITGAV/ITGB7/CACNG8/ITGA9/TCF7L1/GJA1/CACNA2D1/LMNA/ITGA5/ITGA2/CACNG2/CACNB3/SNTB2/SNTB1/JUP/CTNNA3/LAMA2/DMD/ITGB3,44
Cellular Processes,Cell motility,hsa04814,Motor proteins,74/2345,82/2914,0.9024390243902439,1.1214103697540174,2.263610063679684,0.012226434937066124,0.8216164277708435,0.8216164277708435,DNAH9/TUBG2/DNAH5/KIF26A/MYO3B/TUBA3D/KIFAP3/MYH7B/KIF22/KIF3C/DYNLL1/KIF4A/MYO15A/MYH7/MYO3A/KLC3/TNNT1/DNAH11/MYH3/ACTR1B/DNAH6/TNNT2/KIF18A/DNAI1/TUBA1B/DNAH8/TUBA4A/MYO1B/KIF3A/TUBG1/MYH10/BICDL1/MYO1G/KIF12/TUBB2A/TUBB2B/KIF23/KIF20B/CENPE/KIF21A/MYO1F/DYNC1LI1/MYH15/DNAI4/KIF5A/DNAH3/DYNC1I1/BICDL2/DNAI3/DNALI1/KIF6/DYNLT3/MYO1A/TPM4/KIF5C/DYNLRB2/MYO7B/DNAI2/MYO1H/DNAH12/KLC2/DCTN2/TUBB6/DNAH2/KIF24/DNAH17/TUBB4B/KIF19/DYNC1H1/MYO5A/DNAH10/KIF13B/TUBB8/MYO15B,74
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,35/2345,37/2914,0.9459459459459459,1.1754739814441308,2.180364959615177,0.015414103231850882,0.8631897809836494,0.8631897809836494,CACNA1G/TRPC5/KCNN2/CACNA1S/MAPK1/CACNA1I/CACNA1F/KCNN4/KCNN1/KISS1R/AKT3/SPP1/PIK3CA/PRKCG/TRPC4/KRAS/GABBR2/PLCB2/ESR2/ARRB2/KCNN3/TRPC1/PIK3R1/GNRH1/ITPR1/KCNJ6/KCNJ9/KCNJ3/HCN1/PRKCB/KISS1/PIK3CD/PLCB1/KCNJ11/CACNA1H,35
Organismal Systems,Endocrine system,hsa04924,Renin secretion,34/2345,36/2914,0.9444444444444444,1.1736081497275526,2.127460457531648,0.018274379385229692,0.8771702104910253,0.8771702104910252,CLCA4/ADCYAP1R1/CACNA1S/GNAS/CACNA1F/PPP3CB/PDE1A/PDE1B/KCNJ2/EDN3/PTGER2/PLCB2/CLCA2/PRKG2/ADCYAP1/CALM2/AGTR1/ITPR1/EDNRA/PDE3B/GUCY1A2/KCNMA1/ACE/CALM3/GUCY1A1/NPR1/PTGER4/PDE3A/ADCY5/ADCY6/NPPA/PLCB1/PPP3R2/AQP1,34
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,50/2345,55/2914,0.9090909090909091,1.1296762938553984,1.9706994237890831,0.02855040227755817,0.9999907231367143,0.9999907231367143,CACNA1G/CAMK2A/ADCY2/GNB1/ADCYAP1R1/GNAS/NOS1/MAPK1/CACNA1I/RPS6KA5/RASD1/GRIA2/GRIA3/PRKCG/GNG13/MTNR1B/PLCB2/ADCY3/PRKG2/ADCYAP1/CALM2/CAMK2D/CAMK2G/ITPR1/GUCY1A2/GRIA4/KCNJ6/CALM3/GNG3/KCNJ9/KCNJ3/GUCY1A1/ADCY1/PRKCB/GNG8/GNG4/FOS/GNB2/GNG12/ADCY5/GNG5/ADCY6/GNG7/PLCB1/GRIN2A/PRKG1/GNG2/CACNA1H/RYR3/NOS1AP,50
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,15/2345,15/2914,1,1.242643923240938,1.9123900429683702,0.038105546770823485,0.9999907231367143,0.9999907231367143,NDC1/IPO5/NUP37/SEH1L/EEF1A2/NXT2/KPNA1/SUMO1/THOC6/RANBP2/EEF1A1/KPNA2/KPNA5/RANBP17/RNPS1,15
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,35/2345,38/2914,0.9210526315789473,1.1445404556166534,1.8204229812218018,0.043750754030942876,0.9999907231367143,0.9999907231367143,TKTL1/MDH1/CPS1/H6PD/PFKP/PHGDH/PRPS2/PGK1/GPI/GCK/TPI1/ENO2/GOT1/ACAT2/ACO1/ACADS/GOT2/PSAT1/SDS/SUCLA2/AMT/IDNK/GLUD1/HKDC1/HK1/HK2/PGAM2/FBP1/GPT/PGAM1/SUCLG2/GLDC/SHMT2/PGP/ENO4,35
