category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,28/278,127/2914,0.2204724409448819,2.310995298249589,4.905174338448593,1.271775199779033e-5,0.002511463830346278,0.002361406336081348,TNFRSF1B/NGFR/IL4R/CXCL2/CSF2RB/IL7/CSF3/CCL2/CCL8/IL1R1/IL1RL1/IL18RAP/TNFRSF10B/TNFSF10/IL1B/LIF/IL15RA/IL6/OSMR/IFNA5/INHBB/CCR1/IL7R/TNFRSF10D/TNFRSF10C/CXCR2/RELL1/CCR10,28
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,13/278,37/2914,0.35135135135135137,3.6828699202799924,5.332740917276056,1.7875187404599845e-5,0.002511463830346278,0.002361406336081348,TNFRSF1B/CXCL2/CCL2/CCL8/IL18RAP/TNFRSF10B/TNFSF10/IL6/CCR1/TNFRSF10D/TNFRSF10C/CXCR2/CCR10,13
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,15/278,59/2914,0.2542372881355932,2.664918912327765,4.195038717697452,2.8087848842980764e-4,0.026308951749591983,0.024737017752940956,IL4R/CSF2RB/IL7/JAK3/CSF3/CISH/CDKN1A/LIF/IL15RA/IL6/PIM1/OSMR/IFNA5/IL7R/SOCS3,15
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,13/278,49/2914,0.2653061224489796,2.780942592864484,4.082306277025913,4.586076617342857e-4,0.02871822321374893,0.027002337616223945,IL4R/IL7/CSF3/IL1R1/CR2/IL1B/IL6/FCGR1A/IL7R/CD14/CR1/CD8B2/ITGB3,13
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,10/278,32/2914,0.3125,3.275629496402878,4.202904216632083,5.110004130560307e-4,0.02871822321374893,0.027002337616223945,SELE/CSF3/CCL2/IL1B/IL6/TLR2/THBS1/CR1/ACKR1/PECAM1,10
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,11/278,40/2914,0.275,2.8825539568345326,3.8927273252729004,9.071684851393328e-4,0.04248572405402542,0.03994724381929343,TFPI/PLAUR/CR2/F3/F13A1/C1R/BDKRB2/THBD/SERPINA1/C5AR1/CR1,11
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,30/278,198/2914,0.15151515151515152,1.5881839982559407,2.783561716587911,0.005905438285176084,0.23706116544778283,0.2228969939216838,EDN1/NTSR1/CHRNA4/CALCA/POMC/PRLHR/HCRTR1/EDN3/MCHR1/VGF/CHRNA10/HCRTR2/ADCYAP1/GABRA6/CHRNA6/ADM/LYPD6B/ADRA2A/GRM2/BDKRB2/DRD5/TRH/FPR2/FPR1/P2RY6/HTR1A/QRFPR/LYPD6/C5AR1/SSTR3,30
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,15/278,80/2914,0.1875,1.9653776978417266,2.842904489782402,0.00736523727526334,0.25870395929362483,0.2432466521172498,BAD/SPHK2/CD209/CTSD/IL1B/IL6/TLR2/FCGR2A/IFNA5/FCGR1A/FCER1G/CD14/CARD9/CR1/FCGR3A,15
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,5/278,15/2914,0.3333333333333333,3.494004796163069,3.1444069208422882,0.010261049565925945,0.2886275576024019,0.27138234485185564,BLNK/JAK3/RAG1/IL7R/CD8B2,5
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,7/278,27/2914,0.25925925925925924,2.7175592859046094,2.9113214770387574,0.01110489354784539,0.2886275576024019,0.27138234485185564,BAD/GADD45B/GADD45A/CDKN1A/RUNX1/SHC1/CRK,7
