"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001233","regulation of apoptotic signaling pathway","35/789","428/28832",0.0817757009345794,2.98828518294778,6.95131433076121,1.08520539413359e-08,5.18836698935268e-05,4.31340586131413e-05,"Klf4/Mcl1/Flcn/Vegfa/Rb1/Marchf7/Atf4/Pink1/Atf3/Zfas1/Gclc/Inhbb/Siah2/Mfn2/Dedd2/Hspb1/Sh3rf1/Igbp1/Stk4/Madd/Daxx/Pmaip1/Ybx3/Traf2/Fadd/Gnai3/Scg2/Sfrp1/Ltbr/Avp/Rrn3/Ing2/Taf6/Prkn/Ankrd2",35
"GO:0072331","signal transduction by p53 class mediator","17/789","154/28832",0.11038961038961,4.03390779056178,6.33205131943851,1.19978767077375e-06,0.000850442596778268,0.000707024790108817,"Fhit/E2f2/Marchf7/Usp10/Pmaip1/Nop53/Hapstr1/Hexim1/Paxip1/Rrs1/Hic1/Kmt5a/Rpl11/Rrn3/Brca2/Prkn/Ankrd2",17
"GO:1901796","regulation of signal transduction by p53 class mediator","12/789","85/28832",0.141176470588235,5.15893536121673,6.44097313272469,3.4272394419482e-06,0.00129802399265075,0.00107912649770456,"Marchf7/Pmaip1/Nop53/Hapstr1/Hexim1/Rrs1/Hic1/Kmt5a/Rpl11/Rrn3/Prkn/Ankrd2",12
"GO:2001234","negative regulation of apoptotic signaling pathway","21/789","252/28832",0.0833333333333333,3.04520490071821,5.46968229942588,6.92826900446411e-06,0.00191734830675303,0.00159400856599026,"Klf4/Mcl1/Vegfa/Rb1/Marchf7/Atf4/Pink1/Gclc/Siah2/Mfn2/Hspb1/Sh3rf1/Igbp1/Madd/Ybx3/Gnai3/Scg2/Avp/Rrn3/Ing2/Prkn",21
"GO:0097191","extrinsic apoptotic signaling pathway","20/789","250/28832",0.08,2.92339670468948,5.12328697666466,2.06434305367019e-05,0.00288098083771836,0.00239513505063344,"Klf4/Mcl1/Vegfa/Atf3/Gclc/Siah2/Dedd2/Sh3rf1/Mknk1/Stk4/Tnfrsf1b/Madd/Daxx/Pmaip1/Mllt11/Traf2/Fadd/Scg2/Sfrp1/Ltbr",20
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","16/789","177/28832",0.0903954802259887,3.30327311264348,5.15570409138687,3.13715456474631e-05,0.00342798661321193,0.00284989430783876,"Klf4/Mcl1/Vegfa/Atf3/Gclc/Siah2/Dedd2/Sh3rf1/Stk4/Madd/Pmaip1/Traf2/Fadd/Scg2/Sfrp1/Ltbr",16
"GO:0007616","long-term memory","8/789","46/28832",0.173913043478261,6.35521022758583,6.09706603078582,3.15480884713083e-05,0.00342798661321193,0.00284989430783876,"Egr1/Arc/Acss2/Apoe/Slc2a4/Sgk1/Npas4/Eif2ak4",8
"GO:0043433","negative regulation of DNA-binding transcription factor activity","14/789","147/28832",0.0952380952380952,3.48023417224938,5.05684970086486,5.46794470011837e-05,0.00533515175740121,0.00443543698982749,"Klf4/Bhlhe40/Sik1/Nfkbid/Ndn/Cebpg/Trib2/Id3/Trib1/Id1/Hdac4/Paxip1/Zfp932/Eif2ak4",14
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","15/789","168/28832",0.0892857142857143,3.2627195364838,4.93370398097159,6.33213386127254e-05,0.00593606509622432,0.00493501289167495,"H2-K1/H2-T22/Arid5a/H2-T23/Nfkbid/Tap2/Nlrp10/H2-D1/Tfrc/Traf2/Fcgr3/Fadd/Paxip1/Shld2/Rsad2",15
"GO:0030178","negative regulation of Wnt signaling pathway","15/789","172/28832",0.0872093023255814,3.18684233796092,4.82502671721725,8.27737807256353e-05,0.00691384513795282,0.00574790106472107,"Egr1/Csnk1a1/Siah2/Fuz/Vgll4/Cthrc1/Apoe/Tmem170b/Stk4/Sfrp1/Hic1/Ctnnd1/Ptpro/Lzts2/Prkn",15
"GO:0090090","negative regulation of canonical Wnt signaling pathway","13/789","139/28832",0.0935251798561151,3.41764003246072,4.79255579831009,0.000120219244384034,0.00821097439142949,0.00682628371118963,"Egr1/Csnk1a1/Siah2/Fuz/Cthrc1/Apoe/Tmem170b/Stk4/Sfrp1/Ctnnd1/Ptpro/Lzts2/Prkn",13
"GO:0016055","Wnt signaling pathway","28/789","474/28832",0.0590717299578059,2.15862625873696,4.26629475679393,0.000133656460938606,0.00882106037306599,0.00733348539034934,"Jrk/Klf4/Egr1/Mdfic2/Csnk1a1/Siah2/Fuz/Vgll4/Cthrc1/Leo1/Amotl2/Apoe/Cul3/Tmem170b/Stk4/Frat1/Egf/Klf15/Sfrp1/Ruvbl1/Hic1/Ctnnd1/Tbl1xr1/Ptpro/Mark1/Vps4b/Lzts2/Prkn",28
