ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0008083,growth factor activity,13/404,162/18639,0.08024691358024691,3.7022827282728272,5.141738859143876,5.391843659626633e-05,0.021026708781693788,0.01836536296863053,NRG3/FGF20/IGF1/BMP8A/EFEMP1/VEGFA/BMP2/CXCL12/CSF1/BMP7/PDGFA/OSM/BMP8B,13
GO:0019864,IgG binding,4/404,11/18639,0.36363636363636365,16.77677767776778,7.790565548299678,6.360225411326459e-05,0.021026708781693788,0.01836536296863053,FCGR3A/FCGR2A/FCER1G/FCGR1A,4
GO:0005006,epidermal growth factor receptor activity,7/404,50/18639,0.14,6.459059405940594,5.753236952849071,9.539989249416574e-05,0.021026708781693788,0.01836536296863053,EPHA6/FGFR3/EFEMP1/EPHA4/PDGFRB/FLT1/EPHB1,7
GO:0038064,collagen receptor activity,7/404,53/18639,0.1320754716981132,6.093452269755277,5.527066139725651,0.0001392375976979823,0.021026708781693788,0.01836536296863053,EPHA6/FGFR3/EPHA4/PDGFRB/OSCAR/FLT1/EPHB1,7
GO:0005161,platelet-derived growth factor receptor binding,4/404,14/18639,0.2857142857142857,13.181753889674683,6.786770300718895,0.00018321100104242672,0.021026708781693788,0.01836536296863053,VEGFA/ITGB3/PDGFRB/PDGFA,4
GO:0019763,immunoglobulin receptor activity,4/404,14/18639,0.2857142857142857,13.181753889674683,6.786770300718895,0.00018321100104242672,0.021026708781693788,0.01836536296863053,FCGR3A/FCGR2A/FCER1G/FCGR1A,4
GO:0045499,chemorepellent activity,5/404,28/18639,0.17857142857142858,8.238596181046677,5.7053982279478115,0.00030396856369537727,0.021026708781693788,0.01836536296863053,EFNA5/NRG3/FLRT2/SEMA3A/SEMA6B,5
GO:0004714,transmembrane receptor protein tyrosine kinase activity,7/404,60/18639,0.11666666666666667,5.382549504950496,5.0609114758375116,0.00030636074219066715,0.021026708781693788,0.01836536296863053,EPHA6/FGFR3/EFEMP1/EPHA4/PDGFRB/FLT1/EPHB1,7
GO:0031490,chromatin DNA binding,10/404,128/18639,0.078125,3.6043858292079207,4.400812043694513,0.000479309443245689,0.021026708781693788,0.01836536296863053,UTY/TOX/BCL6/XBP1/CEBPA/PPARGC1A/CEBPB/STAT3/GRHL3/SBNO2,10
GO:0005125,cytokine activity,14/404,234/18639,0.05982905982905983,2.7602817974105105,4.033292031276656,0.0006153876315384469,0.021026708781693788,0.01836536296863053,IL1B/CCL2/NAMPT/BMP8A/SPP1/VEGFA/BMP2/CXCL12/TNF/IL1A/CSF1/BMP7/OSM/BMP8B,14
GO:0005004,GPI-linked ephrin receptor activity,6/404,49/18639,0.12244897959183673,5.6493230955748635,4.850489013479763,0.0006354805060001137,0.021026708781693788,0.01836536296863053,EPHA6/FGFR3/EPHA4/PDGFRB/FLT1/EPHB1,6
