"ID","Description","pvalue","p.adjust","qvalue","GeneRatio","BgRatio","Count","geneID","FoldEnrichment","Dataset","Method","Database","Analysis_ID"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",8.61390625218574e-07,4.30695312609287e-05,3.26421710609144e-05,"89/3200","96/4384",89,"SH3GL2/ABCA1/ARFGEF2/SEC24D/NAPA/BNIP3/TPD52/GNAS/ATP7A/STAM/TOM1L1/ANP32E/SSPN/AP3B1/MAPK1/CLTC/RAB14/COG2/STX7/ATP1A1/SEC31A/NAPG/CLTA/MON2/SEC22B/AP2B1/CLN5/AP2M1/RAB22A/ICA1/RAB9A/DNM1L/DST/YIPF6/SCRN1/TMED10/AP1G1/VAMP7/AP2S1/ARFGEF1/LMAN1/VAMP4/VAMP3/RAB5A/SGMS1/EGFR/DOP1A/USO1/PPT1/TSPAN8/STX12/ARCN1/COPB2/SNAP23/PAM/ATP6V1H/SOD1/GBF1/RAB2A/RPS6KA3/GOLGA4/LAMP2/OCRL/ARFIP1/CLCN3/SCAMP1/AP3S1/ARFGAP3/BET1/CD63/ARF1/ERGIC3/CTSC/TMED2/RER1/VPS4B/SNX2/KIF1B/ZW10/GLA/GALC/IGF2R/CAV2/TSG101/ADAM10/COPE/GOSR2/M6PR/YKT6",1.27010416666667,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_MITOTIC_SPINDLE",0.000139566561241347,0.00348916403103367,0.0026444190550992,"167/3200","199/4384",167,"ALS2/RASA1/RASAL2/RALBP1/MYH10/ARHGEF12/NCK2/TUBA4A/DYNC1H1/PDLIM5/ARHGEF3/ITSN1/FGD4/ARHGEF7/FLNB/RANBP9/TRIO/ARHGAP29/KIF3C/EPB41/PPP4R2/SEPTIN9/KIFAP3/RASA2/SPTAN1/RAB3GAP1/PAFAH1B1/BCR/CENPE/INCENP/CKAP5/HOOK3/ARHGEF11/KLC1/SHROOM2/BUB1/KIF22/KIF20B/TIAM1/CLASP1/CYTH2/SPTBN1/SMC3/RABGAP1/STK38L/KIF5B/ALMS1/PCM1/CD2AP/OPHN1/CDC42/NEK2/CDC42BPA/TSC1/CAPZB/ECT2/LLGL1/CDC27/MID1/GSN/DST/SMC4/RICTOR/NUMA1/WASF2/RACGAP1/ARFIP2/KIF3B/PALLD/ABL1/ARFGEF1/CEP250/CDC42EP1/APC/ROCK1/ARF6/CNTRL/NF1/STAU1/DOCK2/SYNPO/EZR/CDK1/MID1IP1/TLK1/KNTC1/ARHGAP10/BIN1/FGD6/MYH9/RHOF/ARHGAP4/SORBS2/PREX1/RAPGEF5/NEDD9/FARP1/KIF11/AKAP13/PIF1/MARCKS/WASL/KATNB1/BCL2L11/KATNA1/KIF23/PRC1/RFC1/KPTN/CLIP1/MYO1E/PLK1/ANLN/PXN/TPX2/PCNT/FLNA/DLG1/CEP57/ATG4B/MAP3K11/LATS1/GEMIN4/MARK4/PCGF5/ARHGEF2/SAC3D1/TUBGCP2/CLIP2/MYO9B/SHROOM1/LRPPRC/UXT/CENPF/TBCD/PKD2/CCDC88A/SUN2/DYNLL2/DOCK4/SOS1/ARHGDIA/KIF4A/KIF1B/BCAR1/RAPGEF6/MAP1S/WASF1/FBXO5/NOTCH2/TUBD1/ARHGAP5/EPB41L2/CCNB2/ARL8A/BRCA2/CTTN/TTK/CDC42EP4/CEP131/NET1/CEP192/KIF2C/SMC1A/NIN/CNTROB/CEP72",1.14969849246231,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_UV_RESPONSE_DN",0.000230358214599408,0.0038393035766568,0.00290978797388726,"123/3200","144/4384",123,"COL5A2/PRKCE/KALRN/RGS4/SCN8A/AMPH/MMP16/KCNMA1/FHL2/PDLIM5/SDC2/MGLL/CAP2/FBLN5/NR3C1/ADGRL2/CITED2/MAP1B/RASA2/WDR37/ATRN/EFEMP1/MET/PIK3CD/PTPRM/ERBB2/BDNF/BMPR1A/SCHIP1/ATP2C1/TENT4A/NR1D2/SIPA1L1/DYRK1A/CDC42BPA/ICA1/ATXN1/ADD3/MAPK14/AGGF1/IRS1/LPAR1/NFIB/PHF3/SRI/IGFBP5/PMP22/INSIG1/SLC7A1/GJA1/ATRX/CDKN1B/HAS2/COL1A1/RUNX1/VAV2/BHLHE40/PRDM2/PLCB4/LDLR/LAMC1/NEK7/PLPP3/VLDLR/SYNJ2/ANXA4/DMAC2L/ANXA2/MIOS/MGMT/TGFBR2/AKT3/MAGI2/LTBP1/FYN/SCAF8/PTPN21/PIK3R3/GRK5/DLG1/SMAD7/DBP/SPOP/CACNA1A/SNAI2/F3/MT1E/NRP1/CAV1/MTA1/CDK13/NIPBL/CELF2/COL11A1/DDAH1/PPARG/CCN1/MYC/RBPMS/PRKCA/FZD2/APBB2/ITGB3/KIT/INPP4B/SMAD3/ZMIZ1/ATP2B1/TFPI/ABCC1/NOTCH2/TJP1/RXRA/PRKAR2B/DUSP1/MRPS31/ATP2B4/CDON/PTEN/IGF1R/PEX14/DAB2/SERPINE1",1.17020833333333,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_MTORC1_SIGNALING",0.000865631701063888,0.0108203962632986,0.00820072137849999,"165/3200","200/4384",165,"SYTL2/NMT1/MLLT11/TUBA4A/PSMD12/TFRC/PHGDH/HPRT1/SLC1A4/TBK1/UCHL5/ELOVL6/ACSL3/HMGCS1/SRD5A1/SKAP2/SC5D/GCLC/TUBG1/PSMG1/GPI/MTHFD2L/BUB1/RAB1A/GMPS/GOT1/PGK1/NUPR1/IDI1/RIT1/GSK3B/ACTR2/SHMT2/PSAT1/PPIA/DHCR24/PDAP1/TPI1/HSPA4/RDH11/CCNF/ADD3/SLA/HSPA5/CYB5B/GLRX/PSMC6/CORO1A/ARPC5L/LGMN/ITGB2/ATP6V1D/EDEM1/TOMM40/HSPA9/SLC7A11/ERO1A/SEC11A/TMEM97/IGFBP5/COPS5/ME1/HMGCR/UBE2D3/INSIG1/ASNS/TCEA1/GAPDH/NFYC/PSME3/TRIB3/CACYBP/ALDOA/TM7SF2/FADS2/BHLHE40/USO1/LDLR/ENO1/PNP/IMMT/PSMA4/PSMC2/PNO1/GBE1/VLDLR/ABCF2/CALR/FGL2/PITPNB/SDF2L1/STC1/PSPH/EGLN3/HSP90B1/PSMD14/CCT6A/CDC25A/PSMD13/STARD4/SLC7A5/AK4/ATP2A2/MAP2K3/PLK1/RRP9/SLC1A5/PIK3R3/SSR1/SERP1/CTH/EIF2S2/HK2/UNG/P4HA1/PPA1/G6PD/CXCR4/DDIT3/POLR3G/STIP1/CYP51A1/CFP/SLC6A6/EEF1E1/CD9/SLC2A3/MCM4/LDHA/PGM1/SERPINH1/CTSC/PSMB5/SQLE/HSPD1/QDPR/ATP5MC1/BCAT1/XBP1/IDH1/BTG2/WARS1/CDKN1A/DAPP1/SQSTM1/DHCR7/SCD/FDXR/TES/NHERF1/GLA/NUP205/PLOD2/EPRS1/ACACA/HSPE1/SORD/M6PR/ETF1/SLC2A1/YKT6/ELOVL5/ACTR3/TXNRD1/ACLY",1.13025,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_ANDROGEN_RESPONSE",0.001089681255531,0.01089681255531,0.00825863688402441,"87/3200","101/4384",87,"SEC24D/PDLIM5/SMS/CAMKK2/PMEPA1/HOMER2/TPD52/ARID5B/GUCY1A1/ACSL3/HMGCS1/RAB4A/CDK6/GPD1L/SPCS3/ELL2/IDI1/ITGAV/NGLY1/LIFR/MAP7/ALDH1A3/ANKH/STK39/DHCR24/UAP1/SLC38A2/BMPR1B/SGK1/VAPA/LMAN1/SELENOP/ABHD2/AKAP12/ABCC4/PA2G4/HMGCR/INSIG1/SPDEF/CENPN/SRP19/MAK/TSC22D1/MAF/PTK2B/H1-0/B2M/XRCC5/CDC14B/RPS6KA3/ACTN1/PGM3/HSD17B14/PIAS1/PTPN21/KRT19/NKX3-1/UBE2J1/IQGAP2/MYL12A/DNAJB9/PLPP1/UBE2I/APPBP2/ELK4/AKT1/XRCC6/AZGP1/NCOA4/MERTK/SLC26A2/FKBP5/CCND3/INPP4B/ZBTB10/SCD/CCND1/ZMIZ1/SRF/ADRM1/NDRG1/B4GALT1/TNFAIP8/SORD/GNAI3/ELOVL5/HPGD",1.18009900990099,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_NOTCH_SIGNALING",0.00331947366628544,0.0276622805523787,0.0209650968396975,"30/3200","32/4384",30,"ST3GAL6/WNT2/JAG1/HEYL/FZD5/LFNG/SKP1/FZD7/MAML2/CUL1/WNT5A/NOTCH1/RBX1/APH1A/HES1/PSENEN/ARRB1/SAP30/PSEN2/PPARD/DTX4/KAT2A/DTX2/PRKCA/NOTCH3/CCND1/TCF7L2/NOTCH2/FBXW11/FZD1",1.284375,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_HYPOXIA",0.00758843345161621,0.0542030960829729,0.0410802412418321,"161/3200","200/4384",161,"PDK3/HK1/SDC2/CA12/KIF5A/ENO2/NR3C1/TPD52/TPST2/TMEM45A/CITED2/PFKP/ATP7A/UGP2/EXT1/FOXO3/MAP3K1/LARGE1/BNIP3L/GPI/PPARGC1A/PGK1/HS3ST1/CHST2/IGFBP3/SDC3/PPFIA4/BRS3/TPI1/EFNA1/P4HA2/BTG1/PNRC1/KLF6/BCAN/HSPA5/GLRX/SDC4/DTNA/ILVBL/SIAH2/RRAGD/ALDOC/SELENBP1/HMOX1/SCARB1/INHA/ERO1A/AKAP12/SRPX/ETS1/STBD1/FAM162A/KLHL24/RORA/NOCT/SLC25A1/GAPDH/CDKN1B/PRDX5/EGFR/PHKG1/ALDOA/MYH9/CCNG2/JMJD6/BHLHE40/CCN5/ENO1/ERRFI1/LXN/FOSL2/PGAM2/CHST3/GBE1/VLDLR/WSB1/PGM2/GPC3/STC1/ANXA2/FBP1/PLIN2/BCL2/PAM/KDM3A/CP/B3GALT6/STC2/AK4/JUN/SAP30/COL5A1/PYGM/TGFB3/HK2/KLF7/P4HA1/ZNF292/TIPARP/CXCR4/DDIT3/TNFAIP3/XPNPEP1/F3/MT1E/GAA/MXI1/PPP1R3C/MT2A/CAV1/SLC6A6/PFKFB3/NDST1/ATF3/SLC2A3/NCAN/ISG20/LDHA/PGM1/DCN/HAS1/GRHPR/CCN1/GPC1/ADM/PRKCA/DPYSL4/CCN2/CASP6/PLAUR/NEDD4L/CDKN1A/CAVIN1/FOS/SLC2A5/PDGFB/ANGPTL4/ACKR3/PGF/PIM1/TES/CAVIN3/LOX/ZFP36/NDRG1/PCK1/VHL/GCK/DUSP1/AMPD3/NAGK/MAFF/KDELR3/PKP1/HEXA/SLC2A1/EFNA3/GALK1/ANKZF1/SERPINE1",1.10285,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_MYC_TARGETS_V1",0.0120823829793533,0.0732675903614527,0.0555291211160484,"160/3200","200/4384",160,"SRPK1/GOT2/RNPS1/EIF4E/EIF1AX/HPRT1/PABPC1/RPS3/UBE2L3/RPS6/PRPS2/KPNA2/RANBP1/TOMM70/PGK1/MCM5/SLC25A3/RAD23B/NOLC1/PPIA/EIF4G2/RPS5/NME1/COX5A/VDAC3/RPS2/EIF3J/SNRPD3/RPLP0/SMARCC1/HSP90AB1/RACK1/SNRPA/CUL1/RPL18/PSMB2/PSMC6/EIF2S1/TCP1/TFDP1/NCBP2/PA2G4/PRDX4/SRM/SNRPD1/COPS5/TYMS/CCT4/PSMD3/CDK4/PSMD1/PSMD7/IARS1/RPL6/NCBP1/VDAC1/DEK/RPL34/PSMD8/CCT2/HNRNPA1/PSMA4/MCM7/PWP1/GNL3/GSPT1/POLD2/TXNL4A/ORC2/MRPL9/POLE3/PPM1G/CTPS1/SNRPA1/HDAC2/PCBP1/ACP1/PSMD14/NDUFAB1/STARD7/SYNCRIP/FAM120A/KPNB1/C1QBP/USP1/PSMA1/RRP9/CLNS1A/EIF4H/MCM6/SNRPG/EIF2S2/EXOSC7/HNRNPU/KARS1/PSMA6/G3BP1/SSB/UBA2/AP3S1/VBP1/RAN/RPL22/CAD/MCM4/LSM7/YWHAQ/LDHA/XRCC6/NOP16/ILF2/HDDC2/EEF1B2/IMPDH2/EIF4A1/CYC1/RPS10/RFC4/PABPC4/HSPD1/MYC/CBX3/CSTF2/GLO1/RSL1D1/TARDBP/CCT7/XPOT/NOP56/HDGF/HNRNPA2B1/H2AZ1/PTGES3/NPM1/RPL14/CDK2/EIF3D/RUVBL2/RRM1/DUT/NAP1L1/ERH/EPRS1/SET/PRDX3/HSPE1/SNRPD2/HNRNPA3/MAD2L1/AIMP2/ETF1/PSMA7/SF3B3/PSMA2/CCNA2/PCNA/ABCE1/CCT3/SRSF2/HNRNPC",1.096,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.0131881662650615,0.0732675903614527,0.0555291211160484,"93/3200","113/4384",93,"WFS1/DCTN1/EIF4E/SLC1A4/DCP2/ATP6V0D1/SPCS3/SKIC3/PSAT1/SEC31A/NOLC1/KIF5B/CEBPG/TUBB2A/DNAJC3/ATF4/HSPA5/SRPRA/EIF2S1/CHAC1/EDEM1/LSM1/HSPA9/PAIP1/ERO1A/SEC11A/EIF4A2/NFYA/ASNS/IARS1/FKBP14/IFIT1/BAG3/EXOC2/EEF2/CNOT6/SRPRB/DNAJA4/CALR/SDAD1/MTREX/TSPYL2/HSP90B1/ARFGAP1/HERPUD1/SLC7A5/STC2/CKS1B/EXOSC9/DCP1A/YIF1A/RRP9/SSR1/SERP1/WIPI1/EXOSC10/EDC4/LSM4/DNAJB9/GEMIN4/EIF2AK3/EIF4G1/ATF3/RPS14/PDIA5/YWHAZ/EIF4A1/IMP3/DKC1/ALDH18A1/PDIA6/XBP1/XPOT/SLC30A5/NOP56/EIF4A3/NPM1/FUS/CNOT2/DDX10/SHC1/ZBTB17/EIF4EBP1/KHSRP/CCL2/POP4/GOSR2/KDELR3/EXOSC1/CXXC1/TATDN2/BANF1/ATF6",1.12752212389381,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_HEDGEHOG_SIGNALING",0.0183867518548611,0.0918024620828524,0.0695766028417407,"32/3200","36/4384",32,"NRCAM/RASA1/RTN1/ETS2/SCG2/DPYSL2/ACHE/CDK6/CDK5R1/HEY1/CRMP1/HEY2/OPHN1/NRP2/NF1/PTCH1/MYH9/THY1/VLDLR/CELSR1/TLE3/UNC5C/SLIT1/LDB1/AMOT/ADGRG1/SHH/L1CAM/NRP1/TLE1/GLI1/CNTFR",1.21777777777778,"GSE174409","mixed_effects","Hallmark","GSE174409_mixed_effects_Hallmark"
