"gene","log2FoldChange","baseMean","stat","pvalue","padj","significance","effect_size","regulation","cell_type","comparison","group1","group2","total_samples","group1_samples","group2_samples","genes_tested","analysis_date"
"Hspa1a",1.44780924476417,7.37811734563811,125.645039954405,1.20360173997219e-10,1.21756352015587e-06,"Highly Significant","Large","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Hist1h1c",-1.50653775025724,6.70813660108386,112.496463081843,3.43149130600281e-10,1.73564830257622e-06,"Highly Significant","Large","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Hist1h1e",-1.51734222714767,5.15474820394828,62.6599159488237,6.29280112761786e-08,0.000212193254023274,"Highly Significant","Large","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Ubc",0.749200003565851,10.3265907353668,40.3940128098148,1.99046882985658e-06,0.0050338956707073,"Highly Significant","Medium","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Dnajb4",0.852853716973675,6.1340896544763,33.046541019139,8.27915528870136e-06,0.0167503869801006,"Significant","Medium","Upregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"H1f0",-0.769339447635705,6.28583352802245,31.8052017197942,1.07386568612158e-05,0.0181053754680099,"Significant","Medium","Downregulated","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Fabp7",-1.08979843433597,5.26728292662067,27.2058750491119,4.58732666887037e-05,0.057990224874306,"Not Significant","Large","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Gm15417",0.817883147786687,5.29209280712426,24.976592310001,5.07337061368285e-05,0.057990224874306,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Dnajb1",1.19982206110563,7.28150523208283,38.2657126156182,5.15927267565e-05,0.057990224874306,"Not Significant","Large","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Gm42372",-0.634002802724159,6.53545736038198,22.3421821330375,9.84954956899978e-05,0.0905941540342812,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Gpr37l1",-0.849988846744738,5.12277456765568,22.3415821073058,9.85108436513536e-05,0.0905941540342812,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Aqp4",-1.12782048780933,4.27677900919395,21.3662128893101,0.000127288224540023,0.107303973287239,"Not Significant","Large","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Slc30a1",-0.997272876933475,4.4094194506497,19.6718602432335,0.000201670331747792,0.156930544304666,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Ak6",0.823339015866461,4.62806643983236,18.2696079441421,0.000299747854826895,0.216589235673491,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Slc38a2",0.488387996032579,9.66065847521121,17.301454125006,0.000397572301652474,0.268122760234428,"Not Significant","Small","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"St3gal3",0.979338949185854,4.07125693700252,16.533400951215,0.000500137043442897,0.316211645716772,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Gm42756",-0.60479717228903,5.68016562139871,15.7398753107221,0.000637354377466049,0.379263346026268,"Not Significant","Medium","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Cotl1",-1.29531413847978,3.15003894895325,15.5153939175747,0.000683297809117985,0.384013368724307,"Not Significant","Large","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
"Plin4",1.01999259307812,5.0497981828745,17.4193583159343,0.000806260256703777,0.429269934569232,"Not Significant","Large","Not Significant","OLG","Dep_vs_Naive","Dependent","Naive",6,3,3,10116,2025-05-28
