"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu05150","Staphylococcus aureus infection",27,-0.753625313016639,-2.35096022511155,5.2338440048465e-07,0.000173240236560419,0.000147098563083581,584,"tags=52%, list=5%, signal=49%","Cfh/Fcgr2b/C3ar1/Selplg/H2-DMb1/C1qb/Ptafr/C1qc/Itgam/C1qa/Fcgr1/Itgb2/H2-Ab1/H2-Eb1"
"mmu04640","Hematopoietic cell lineage",50,-0.594419437141906,-2.11608263276489,8.1995980285014e-06,0.00135703347371698,0.00115225930189993,826,"tags=38%, list=7%, signal=35%","Itga5/Cd14/Gp9/Epor/Csf3r/H2-DMb1/Tfrc/Tnf/Itgb3/Csf1r/Il1b/Cd37/Itgam/Fcgr1/Cd33/Siglech/Il1a/H2-Ab1/H2-Eb1"
"mmu05140","Leishmaniasis",51,-0.582884309268589,-2.07580319756946,2.73884088777411e-05,0.00251405247923947,0.00213468599763695,1317,"tags=37%, list=12%, signal=33%","Tab1/Tgfb1/Itga4/Cyba/Elk1/Tlr2/Myd88/H2-DMb1/Tnf/Il1b/Ncf2/Itgam/Cybb/Fcgr1/Itgb2/Ptpn6/Il1a/H2-Ab1/H2-Eb1"
"mmu04060","Cytokine-cytokine receptor interaction",112,-0.439681470568331,-1.8424919549456,3.0381298842773e-05,0.00251405247923947,0.00213468599763695,811,"tags=26%, list=7%, signal=24%","Acvr2a/Tgfbr2/Inha/Tnfrsf21/Epor/Tnfsf10/Ccl28/Pf4/Il15/Cxcl12/Bmp4/Ccl9/Il2/Il17ra/Ccl4/Ngf/Gdf9/Il10ra/Csf3r/Tnf/Csf1r/Il1b/Bmpr1b/Tnfrsf13b/Bmp3/Il1a/Cx3cr1/Ccl12/Ccr5"
"mmu04380","Osteoclast differentiation",99,-0.457074326800992,-1.87645812841587,3.83268841572179e-05,0.00253723973120782,0.00215437433052151,1900,"tags=31%, list=17%, signal=26%","Pik3cd/Mapk11/Ncf1/Map2k1/Nox1/Syk/Tmem64/Pik3r2/Tab1/Tgfb1/Socs1/Tgfbr1/Cyba/Tec/Fhl2/Tgfbr2/Fcgr2b/Blnk/Atp2a3/Socs3/Tnf/Itgb3/Csf1r/Il1b/Ncf2/Tyrobp/Spi1/Fcgr1/Trem2/Il1a/Calcr"
"mmu05332","Graft-versus-host disease",19,-0.738060869121681,-2.14522473844987,4.81601556462368e-05,0.00265683525315073,0.00225592308027109,775,"tags=42%, list=7%, signal=39%","H2-K1/Il2/H2-DMb1/Tnf/Il1b/Il1a/H2-Ab1/H2-Eb1"
"mmu05164","Influenza A",96,-0.456681188913517,-1.87419841326374,5.90121694097529e-05,0.00270485606241981,0.00229669762654186,1951,"tags=31%, list=17%, signal=26%","Jak2/Xpo1/Pik3cd/Map2k1/Icam1/Kpna7/Casp3/Pik3r2/Rae1/Cdk6/Tlr3/Mx2/Casp8/Tlr7/Ifih1/Casp1/Tnfsf10/Myd88/Pycard/Rsad2/Socs3/Fadd/Nlrp3/H2-DMb1/Tnf/Il1b/Il1a/H2-Ab1/H2-Eb1/Ccl12"
"mmu04145","Phagosome",86,-0.462702600551638,-1.85368776642064,6.53741646506298e-05,0.00270485606241981,0.00229669762654186,957,"tags=24%, list=8%, signal=23%","Tlr2/Itga5/H2-K1/Colec12/Tubb2b/Cd14/Coro1a/Calr/Fcgr2b/H2-DMb1/Tfrc/Tap1/Itgb3/Ctss/Ncf2/Itgam/Cybb/Fcgr1/Itgb2/H2-Ab1/H2-Eb1"
"mmu05322","Systemic lupus erythematosus",23,-0.705979943500881,-2.10498821862968,8.44155809387213e-05,0.003073794937204,0.00260996421762909,244,"tags=35%, list=2%, signal=34%","H2-DMb1/C1qb/Tnf/C1qc/C1qa/Fcgr1/H2-Ab1/H2-Eb1"
"mmu04612","Antigen processing and presentation",42,-0.573224878999701,-1.99870086585704,9.66824326581491e-05,0.003073794937204,0.00260996421762909,1625,"tags=43%, list=14%, signal=37%","H2-D1/H2-T22/H2-M3/Pdia3/Hspa1a/Lgmn/B2m/Hspa1b/H2-K1/Calr/Nfya/H2-DMb1/Tnf/Tap1/Ctss/H2-Ab1/H2-Eb1/Cd74"
