pathway1,pathway2,similarity
GO:0050808,GO:0034330,0.7171052631578947
GO:0045596,GO:0051093,0.7417218543046358
GO:0034330,GO:0050808,0.7171052631578947
GO:0051093,GO:0045596,0.7417218543046358
GO:0007611,GO:0050890,0.8333333333333334
GO:0050863,GO:0007159,0.7093023255813954
GO:1903037,GO:0007159,0.8589743589743589
GO:0007268,GO:0099537,0.9844961240310077
GO:0098916,GO:0099537,0.9844961240310077
GO:0099536,GO:0099537,0.9847328244274809
GO:0051960,GO:0051962,0.7108433734939759
GO:0050769,GO:0051962,0.7796610169491526
GO:0051962,GO:0051960,0.7108433734939759
GO:0050767,GO:0051960,0.7831325301204819
GO:0099537,GO:0007268,0.9844961240310077
GO:0099536,GO:0007268,0.9694656488549618
GO:0050804,GO:0007268,0.7007874015748031
GO:0099177,GO:0007268,0.7007874015748031
GO:0099537,GO:0098916,0.9844961240310077
GO:0099536,GO:0098916,0.9694656488549618
GO:0050804,GO:0098916,0.7007874015748031
GO:0099177,GO:0098916,0.7007874015748031
GO:0002694,GO:0050865,0.9158878504672897
GO:0051249,GO:0050865,0.8130841121495327
GO:0046649,GO:0050865,0.703125
GO:0099537,GO:0099536,0.9847328244274809
GO:0007268,GO:0099536,0.9694656488549618
GO:0098916,GO:0099536,0.9694656488549618
GO:0007167,GO:0007169,0.7086092715231788
GO:0120039,GO:0048858,0.9912280701754386
GO:0048812,GO:0048858,0.956140350877193
GO:0000902,GO:0048858,0.7402597402597403
GO:0048667,GO:0048858,0.788135593220339
GO:0050865,GO:0002694,0.9158878504672897
GO:0051249,GO:0002694,0.8877551020408163
GO:0050863,GO:0002694,0.7040816326530612
GO:0045321,GO:0002694,0.725925925925926
GO:0046649,GO:0002694,0.7416666666666667
GO:0007268,GO:0050804,0.7007874015748031
GO:0098916,GO:0050804,0.7007874015748031
GO:0048858,GO:0120039,0.9912280701754386
GO:0048812,GO:0120039,0.9646017699115044
GO:0000902,GO:0120039,0.7337662337662337
GO:0048667,GO:0120039,0.7948717948717948
GO:0007268,GO:0099177,0.7007874015748031
GO:0098916,GO:0099177,0.7007874015748031
GO:0007169,GO:0007167,0.7086092715231788
GO:0071345,GO:0034097,0.9172413793103448
GO:1901652,GO:0034097,0.9931506849315068
GO:0034097,GO:0071345,0.9172413793103448
GO:1901652,GO:0071345,0.910958904109589
GO:1903037,GO:0022407,0.788235294117647
GO:0034097,GO:1901652,0.9931506849315068
GO:0071345,GO:1901652,0.910958904109589
GO:0050890,GO:0007611,0.8333333333333334
GO:0050865,GO:0051249,0.8130841121495327
GO:0002694,GO:0051249,0.8877551020408163
GO:0050863,GO:0051249,0.7931034482758621
GO:0046649,GO:0051249,0.7837837837837838
GO:0048858,GO:0048812,0.956140350877193
GO:0120039,GO:0048812,0.9646017699115044
GO:0000902,GO:0048812,0.7077922077922078
GO:0048667,GO:0048812,0.8230088495575221
GO:0007409,GO:0048812,0.7064220183486238
GO:0007159,GO:0050863,0.7093023255813954
GO:0002694,GO:0050863,0.7040816326530612
GO:0051249,GO:0050863,0.7931034482758621
GO:1903037,GO:0050863,0.8133333333333334
GO:0042110,GO:0050863,0.8023255813953488
GO:0006897,GO:0098657,0.7361111111111112
GO:0036293,GO:0001666,0.9833333333333333
GO:0070482,GO:0001666,0.9365079365079365
GO:0061351,GO:0007405,0.7241379310344828
GO:0006812,GO:0030001,0.9246575342465754
GO:0098655,GO:0030001,0.7123287671232876
GO:0098662,GO:0030001,0.7323943661971831
GO:0048858,GO:0000902,0.7402597402597403
GO:0120039,GO:0000902,0.7337662337662337
GO:0048812,GO:0000902,0.7077922077922078
GO:0007159,GO:1903037,0.8589743589743589
GO:0022407,GO:1903037,0.788235294117647
GO:0050863,GO:1903037,0.8133333333333334
GO:1903039,GO:1903037,0.7313432835820896
GO:0001666,GO:0036293,0.9833333333333333
GO:0070482,GO:0036293,0.9523809523809523
GO:0046903,GO:0140352,0.7961783439490446
GO:0032940,GO:0140352,0.8992805755395683
GO:1902105,GO:1903706,0.7916666666666666
GO:0032870,GO:0009725,0.7357142857142858
GO:0001666,GO:0070482,0.9365079365079365
GO:0036293,GO:0070482,0.9523809523809523
GO:0140352,GO:0046903,0.7961783439490446
GO:0032940,GO:0046903,0.8741258741258742
GO:0048858,GO:0048667,0.788135593220339
GO:0120039,GO:0048667,0.7948717948717948
GO:0048812,GO:0048667,0.8230088495575221
GO:0007409,GO:0048667,0.7938144329896907
GO:0061564,GO:0048667,0.7403846153846154
GO:0150063,GO:0048880,0.9859154929577465
GO:0007423,GO:0048880,0.71875
GO:0001654,GO:0048880,0.971830985915493
GO:0043010,GO:0048880,0.8591549295774648
GO:0048880,GO:0150063,0.9859154929577465
GO:0007423,GO:0150063,0.7263157894736842
GO:0001654,GO:0150063,0.9857142857142858
GO:0043010,GO:0150063,0.8714285714285714
GO:0051962,GO:0050769,0.7796610169491526
GO:0050767,GO:0050769,0.7076923076923077
GO:0033993,GO:0071396,0.7230769230769231
GO:0035590,GO:0035589,0.7777777777777778
GO:0048880,GO:0007423,0.71875
GO:0150063,GO:0007423,0.7263157894736842
GO:0001654,GO:0007423,0.7340425531914894
GO:0048880,GO:0001654,0.971830985915493
GO:0150063,GO:0001654,0.9857142857142858
GO:0007423,GO:0001654,0.7340425531914894
GO:0043010,GO:0001654,0.8840579710144928
GO:0051960,GO:0050767,0.7831325301204819
GO:0050769,GO:0050767,0.7076923076923077
GO:0031345,GO:0010977,0.7894736842105263
GO:0010977,GO:0031345,0.7894736842105263
GO:0051216,GO:0061448,0.7254901960784313
GO:0006469,GO:0033673,0.9333333333333333
GO:0051348,GO:0033673,0.9375
GO:0001933,GO:0033673,0.7368421052631579
GO:0042326,GO:0033673,0.7894736842105263
GO:0098660,GO:0034220,0.8421052631578947
GO:0098655,GO:0034220,0.756578947368421
GO:0098662,GO:0034220,0.7302631578947368
GO:0021543,GO:0021537,0.7058823529411765
GO:0030900,GO:0021537,0.796875
GO:0048812,GO:0007409,0.7064220183486238
GO:0048667,GO:0007409,0.7938144329896907
GO:0061564,GO:0007409,0.9166666666666666
GO:0002052,GO:1902692,0.7142857142857143
GO:0010001,GO:0042063,0.7540983606557377
GO:0140352,GO:0032940,0.8992805755395683
GO:0046903,GO:0032940,0.8741258741258742
GO:0009725,GO:0032870,0.7357142857142858
GO:1901888,GO:0051963,0.7142857142857143
GO:0048667,GO:0061564,0.7403846153846154
GO:0007409,GO:0061564,0.9166666666666666
GO:0033673,GO:0006469,0.9333333333333333
GO:0051348,GO:0006469,0.875
GO:0001933,GO:0006469,0.7777777777777778
GO:0042326,GO:0006469,0.7368421052631579
GO:1903039,GO:0022409,0.8596491228070176
GO:0050870,GO:0022409,0.7719298245614035
GO:0070371,GO:0070372,0.9607843137254902
GO:0070374,GO:0070372,0.7142857142857143
GO:0090083,GO:0090084,0.8571428571428571
GO:0070841,GO:0090084,0.8571428571428571
GO:1903975,GO:1904141,0.8333333333333334
GO:0048880,GO:0043010,0.8591549295774648
GO:0150063,GO:0043010,0.8714285714285714
GO:0001654,GO:0043010,0.8840579710144928
GO:0051963,GO:1901888,0.7142857142857143
GO:0050901,GO:0061756,0.7857142857142857
GO:0008015,GO:0003013,0.8043478260869565
GO:0007259,GO:0097696,0.8928571428571429
GO:1903706,GO:1902105,0.7916666666666666
GO:0045619,GO:1902105,0.7017543859649122
GO:0046425,GO:1904892,0.8947368421052632
GO:0061756,GO:0050901,0.7857142857142857
GO:0036294,GO:0071456,0.96875
GO:0071453,GO:0071456,0.96875
GO:2000145,GO:0040012,0.9266666666666666
GO:0030334,GO:0040012,0.8733333333333333
GO:0071456,GO:0036294,0.96875
GO:0033673,GO:0051348,0.9375
GO:0006469,GO:0051348,0.875
GO:0042326,GO:0051348,0.75
GO:0050867,GO:0002696,0.9682539682539683
GO:0051251,GO:0002696,0.9180327868852459
GO:0050870,GO:0002696,0.7213114754098361
GO:0070372,GO:0070371,0.9607843137254902
GO:0070372,GO:0070374,0.7142857142857143
GO:0071396,GO:0033993,0.7230769230769231
GO:0050768,GO:0051961,0.9
GO:0035249,GO:0051966,0.7916666666666666
GO:0046426,GO:1904893,0.7777777777777778
GO:1904892,GO:0046425,0.8947368421052632
GO:0097696,GO:0007259,0.8928571428571429
GO:0061448,GO:0051216,0.7254901960784313
GO:0021537,GO:0021543,0.7058823529411765
GO:0021872,GO:0021879,0.9473684210526315
GO:1903037,GO:1903039,0.7313432835820896
