pathway1,pathway2,similarity
R-HSA-9682385,R-HSA-9702518,0.875
R-HSA-9013106,R-HSA-9013026,0.7727272727272727
R-HSA-112314,R-HSA-112315,0.7692307692307693
R-HSA-421270,R-HSA-418990,0.8
R-HSA-417957,R-HSA-418038,0.7142857142857143
R-HSA-446728,R-HSA-1500931,0.7741935483870968
R-HSA-112315,R-HSA-112314,0.7692307692307693
R-HSA-9013026,R-HSA-9013106,0.7727272727272727
R-HSA-8854691,R-HSA-8985947,0.7142857142857143
R-HSA-451927,R-HSA-8985947,0.7142857142857143
R-HSA-418990,R-HSA-421270,0.8
R-HSA-446728,R-HSA-421270,0.8333333333333334
R-HSA-9682385,R-HSA-9703648,0.875
R-HSA-1500931,R-HSA-446728,0.7741935483870968
R-HSA-421270,R-HSA-446728,0.8333333333333334
R-HSA-6802952,R-HSA-6802957,0.8421052631578947
R-HSA-6802957,R-HSA-6802952,0.8421052631578947
R-HSA-8854691,R-HSA-9020958,0.7142857142857143
R-HSA-451927,R-HSA-9020958,0.7142857142857143
R-HSA-8985947,R-HSA-8854691,0.7142857142857143
R-HSA-9020958,R-HSA-8854691,0.7142857142857143
R-HSA-70326,R-HSA-70171,0.9411764705882353
R-HSA-418038,R-HSA-417957,0.7142857142857143
R-HSA-70171,R-HSA-70326,0.9411764705882353
R-HSA-194068,R-HSA-192105,0.9
R-HSA-1839124,R-HSA-1839117,0.8571428571428571
R-HSA-5655302,R-HSA-1839117,0.75
R-HSA-9669938,R-HSA-1839117,0.8333333333333334
R-HSA-9670439,R-HSA-1839117,0.8333333333333334
R-HSA-5654720,R-HSA-8865999,0.75
R-HSA-5654689,R-HSA-8865999,0.75
R-HSA-5654716,R-HSA-8865999,0.75
R-HSA-5654743,R-HSA-8865999,0.75
R-HSA-9702518,R-HSA-9682385,0.875
R-HSA-9703648,R-HSA-9682385,0.875
R-HSA-9703465,R-HSA-9682385,0.75
R-HSA-9860931,R-HSA-9855142,0.9
R-HSA-5654706,R-HSA-5654710,0.8
R-HSA-5654720,R-HSA-5654710,0.8
R-HSA-5654689,R-HSA-5654710,0.8
R-HSA-5655332,R-HSA-5654710,0.8
R-HSA-2428928,R-HSA-5654710,0.7142857142857143
R-HSA-5654716,R-HSA-5654710,0.8
R-HSA-109704,R-HSA-5654710,0.8333333333333334
R-HSA-2428924,R-HSA-5654710,0.7142857142857143
R-HSA-2404192,R-HSA-5654710,0.7142857142857143
R-HSA-74751,R-HSA-5654710,0.7142857142857143
R-HSA-5654732,R-HSA-5654710,0.8
R-HSA-112399,R-HSA-5654710,0.8333333333333334
R-HSA-5654743,R-HSA-5654710,0.8
R-HSA-451927,R-HSA-8983432,0.7142857142857143
R-HSA-9682385,R-HSA-9703465,0.75
R-HSA-9705462,R-HSA-9674555,0.75
R-HSA-9759475,R-HSA-9759476,0.75
R-HSA-9759475,R-HSA-9764260,0.75
R-HSA-9855142,R-HSA-9860931,0.9
R-HSA-397014,R-HSA-5576891,0.8
R-HSA-1474290,R-HSA-1650814,0.875
R-HSA-192105,R-HSA-194068,0.9
R-HSA-2022857,R-HSA-3656225,0.75
R-HSA-2022857,R-HSA-3656243,0.75
R-HSA-2022857,R-HSA-3656244,0.75
R-HSA-5684996,R-HSA-5683057,0.7872340425531915
R-HSA-5673001,R-HSA-5683057,0.7659574468085106
R-HSA-9013149,R-HSA-9013148,0.8064516129032258
R-HSA-388396,R-HSA-372790,0.8823529411764706
R-HSA-8979227,R-HSA-163560,0.8571428571428571
R-HSA-9692914,R-HSA-9692916,0.8181818181818182
R-HSA-9833576,R-HSA-9762292,0.75
R-HSA-166016,R-HSA-166166,0.8333333333333334
R-HSA-168179,R-HSA-166166,0.7727272727272727
R-HSA-181438,R-HSA-166166,0.7727272727272727
R-HSA-168898,R-HSA-166166,0.7692307692307693
R-HSA-166058,R-HSA-166166,0.8095238095238095
R-HSA-168138,R-HSA-166166,0.8095238095238095
R-HSA-168188,R-HSA-166166,0.8095238095238095
R-HSA-975138,R-HSA-166166,0.85
R-HSA-975155,R-HSA-166166,0.85
R-HSA-168164,R-HSA-166166,0.85
R-HSA-168181,R-HSA-166166,0.85
R-HSA-168142,R-HSA-166166,0.75
