gene,logFC,logCPM,PValue,FDR,contrast,significant_fdr05,significant_fdr10,significant_nominal,significant_strict,significant,direction
SESN3,1.7748331028668791,5.692844899780612,2.373439364678049e-7,0.00144033070939898,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC009432.2,5.097991125195009,4.063009309332063,4.451373992543694e-7,0.00146272149394985,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CALY,4.126029929684369,2.5963884366553187,9.049044982971132e-7,0.0016991521036596,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
NAV3,1.2790939621992166,8.8410967339218125,1.5238228225944974e-6,0.0019075359219221,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
PLCXD3,2.5101719917119425,4.0001902256360244,1.6271861254647482e-6,0.00193440163555036,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
PTPN14,1.7310665718535074,4.205250768229824,1.6924542611708153e-6,0.00193440163555036,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
ETNPPL,2.977863576115288,5.246154076728552,1.8419606036428387e-6,0.00193655678985829,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LMO3,2.2335900159832174,5.433663140192147,1.9153407081678218e-6,0.00193655678985829,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MALRD1,2.3883945535278235,4.317337748543179,2.3195899388528435e-6,0.0019716362390356,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SGCZ,2.189638621959449,6.185661455586726,2.325042734711796e-6,0.0019716362390356,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SLC38A4,4.820757855222592,0.24616267192415484,3.0852570282229233e-6,0.00226573787623818,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GPM6A,1.9008986189138144,8.772594906647667,3.156614186749397e-6,0.00226573787623818,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
NKAIN3,2.355413224442882,7.791228898915634,4.081926790626921e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC01645,2.903875806862427,1.554265772019885,4.175471146756185e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC097537.1,5.066425088203927,2.631654935336268,4.2745968344423366e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CPED1,2.28135274541321,5.922594529973452,4.428938949260504e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AP000787.1,1.9516351171248816,4.533222501909973,4.623772058539839e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC092691.3,3.171265427980585,3.9911828429027274,4.8275620605178295e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
FGF20,3.8260809444821704,2.0454424581061006,4.9500363823917935e-6,0.00250243377731375,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
RBMS3-AS3,3.337185480759992,3.820211543148571,5.260116556041815e-6,0.00251414443682231,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC008691.1,3.139110693428492,6.770722472794894,6.2604112290764254e-6,0.00267293632547398,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC01845,5.395126223868762,0.10603042105080468,6.819287201071305e-6,0.00284548288796448,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
EDNRB,1.6378398754691703,4.488993889432452,7.156633803823041e-6,0.00293958733492031,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SORL1,1.4899569091665836,7.664067897852648,7.820125518971883e-6,0.00295237887764884,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
XKR4,1.7301190128395854,5.923590723547963,7.837330754847478e-6,0.00295237887764884,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC068408.1,3.7590444970230994,-0.1657897670933578,7.940229511211047e-6,0.00295237887764884,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LNX1-AS1,3.952765371693225,1.3847709480819628,8.597295483227425e-6,0.00301340938217443,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MICOS10,2.947690926729462,4.9483762547171235,1.0244878569391775e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC01374,2.4236277738266896,6.0917000285407275,1.0651408499499586e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GNA14-AS1,2.4601134290594344,3.903392467689108,1.0652754185454342e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL356737.2,3.551208481723337,3.629482279634848,1.0682059511882752e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC005520.2,2.4781741878817183,3.2705907810987234,1.0927254233425186e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC02250,2.182943715399067,3.441332292136934,1.1067047996618511e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
WIPF3,2.372211259775428,3.0885156765830377,1.1120551043281164e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
ATP1A2,1.5255199625320748,6.368587005373812,1.114416280179668e-5,0.00325508613037367,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
ROR1-AS1,2.063177133448834,2.593064217876876,1.1671573010194072e-5,0.00328744690941207,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
XACT,2.622236653590275,5.657923234221186,1.1677099210147034e-5,0.00328744690941207,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC011586.2,3.97338024810799,3.1547852135568983,1.1809283992043174e-5,0.00328744690941207,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC008957.2,2.1927854543603655,5.114009730188074,1.1880228864658676e-5,0.00328744690941207,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CACNB4,1.3116674262729735,6.309552673303223,1.2842949623743103e-5,0.00348057174957689,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
FIBIN,2.3627628349765115,1.2381518646215706,1.3761995567128612e-5,0.00361775339468676,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC01376,1.1022474654900445,6.035048219280951,1.396766798489897e-5,0.00363546590086162,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MGAT4C,2.319712058206116,6.874248210377714,1.4224231159712889e-5,0.00366343402507685,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC046195.1,3.095036092451368,2.949771369524584,1.581856996348013e-5,0.00384758853641713,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
P2RY14,2.8216766442534853,4.257125975092238,1.6081987969674774e-5,0.00384758853641713,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
HES5,4.431549222870489,1.9697729346393524,1.639460630048598e-5,0.00384758853641713,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
NRXN1,2.1842218369270077,9.508118764634249,1.63988305479657e-5,0.00384758853641713,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GPC5-AS2,4.123081436357364,3.0581650350135647,1.7625983472771897e-5,0.00397037682539773,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
FHOD3,1.4210638354270473,5.038956961710657,1.767095589514362e-5,0.00397037682539773,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL138828.1,3.259196179372939,3.95638787357654,1.8129234188865415e-5,0.00403882464709232,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC00996,6.102351595119064,3.366110138584722,1.8400708869968167e-5,0.00404917238848718,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MOXD1,1.674028901612462,3.4608774630794064,1.8483744926143583e-5,0.00404917238848718,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL390816.2,2.080719595101572,2.1294738409122247,1.940367728164868e-5,0.00418101531459,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
PRDM11,1.0341636677429171,5.280211070981566,1.9982717314901423e-5,0.00421447914060887,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GPC5-AS1,4.353755231915337,1.0205748912931194,2.003993809251785e-5,0.00421447914060887,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CCDC196,2.0936947797899985,2.364120668230189,2.121698064120667e-5,0.00421839121261284,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
A2M,1.7392236968470751,5.833656413767293,2.130277720583533e-5,0.00421839121261284,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SHROOM3,2.0731382974379877,4.590713399100888,2.1545841838304817e-5,0.00421839121261284,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC090403.1,1.7460268294358006,4.643023828093231,2.2278717545569e-5,0.00421839121261284,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SOX5-AS1,4.104505341342859,1.289600170051669,2.2305096566995767e-5,0.00421839121261284,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC012404.1,2.8273153101387756,3.9317421812338305,2.3010540392086807e-5,0.00425781911184852,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC079015.1,3.0906021997975466,4.226866184151473,2.3010710245633955e-5,0.00425781911184852,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC068408.2,4.073802639185337,0.598745192818967,2.402406079478492e-5,0.00436705148506475,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GABRB1,2.0933490289725336,7.634364344715515,2.4673729712008797e-5,0.00436705148506475,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL137139.2,2.562551054512499,4.47098491174074,2.5290689324515793e-5,0.00436705148506475,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LIX1-AS1,1.2975789386376468,5.361125863365419,2.5389200989511062e-5,0.00436705148506475,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL358154.1,5.041074787844504,0.22698909160185296,2.5416877556866555e-5,0.00436705148506475,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC105114.2,2.549244362865151,1.3435208722767502,2.6842083470910852e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MYOZ2,4.329943507132672,0.6821239515334571,2.690256299899204e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
GNG12-AS1,2.091017406828445,4.34807981951126,2.703308185024368e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CX3CR1,4.074535830880169,5.843781624714372,2.7647069672081755e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
HNF4G,1.6743699576347395,2.9617970319049105,2.782364459745399e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
NBL1,2.052102819760532,1.874701868692519,2.8478069147425295e-5,0.0045128583377439,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LIX1,2.000865041659332,2.639023484394757,2.8816821946486107e-5,0.00453614739718099,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
A2ML1-AS1,2.2275475116638783,2.234181110812988,2.932994932276279e-5,0.00458943873688564,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC044781.1,3.677335206253164,3.753879329829485,2.9696787837631347e-5,0.00459217152162148,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
ACSM5,2.9887051525277544,2.7709261470205897,3.0215679978107185e-5,0.00464508652201451,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
MUSK,1.4432031503483858,5.658386466373495,3.067372104871542e-5,0.00468808592400366,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AP001825.1,2.4461625313442714,3.9973659148684857,3.116466826985979e-5,0.00469942709737615,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LINC00499,2.821235438637625,5.757812780715857,3.128422634056707e-5,0.00469942709737615,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC009234.1,5.774556637032724,-0.03723860026612617,3.2301329741946063e-05,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL360015.1,2.166167439996952,3.0452970854806996,3.2377683705318725e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC018832.1,1.655094047595672,3.5998022656726256,3.3372877265887055e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
RANBP3L,2.078255706938174,5.226176497979692,3.364900862619798e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
VGF,2.5610563392512535,1.0101006745773575,3.414353773577677e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AL022323.4,3.3355962716131615,1.019195517588552,3.426561157988213e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
NHSL1,2.0013676273033583,6.512026591819466,3.45556072760104e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC024603.1,6.019074930767198,-1.5381609640783134,3.472082390856893e-5,0.00479050603584465,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
SLC18B1,1.19976614554883,4.123694441266957,3.5197713551436825e-5,0.00481915361375089,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LGI1,2.3570464715835633,4.473657250454471,3.6270409492317154e-5,0.00490049544739147,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
BBOX1-AS1,2.8031847876564284,1.6039552682308744,3.693044010949508e-5,0.00490316873534548,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LRRK2,1.0036706068259749,5.075518042205805,3.783306851438372e-5,0.00497277852553059,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
RBMS3-AS2,3.0220198270637035,1.5043860941564144,3.861817229785896e-5,0.00502266595446187,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC097518.2,2.420205131769575,4.762610784517984,3.875177732526003e-5,0.00502266595446187,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
RHOJ,2.17335020217701,4.204935886722885,3.9072356603925853e-5,0.00502266595446187,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
KLHL1,2.0360654461574783,3.748283058820427,3.976174414199896e-5,0.00505754709704902,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
EFNA5,2.3908624325303616,4.772494740073004,4.128497074430263e-5,0.00519281966950348,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AC138646.1,4.5911511097126905,-2.4103320258029326,4.1831622097611855e-5,0.00520269560051411,OUD_Effect_Male_vs_Female,TRUE,TRUE,TRUE,TRUE,TRUE,Up
