category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,49/195,238/9389,0.20588235294117646,9.912971342383107,20.282818641756634,6.609065316174649e-36,1.619221002462789e-33,1.3287699740940611e-33,6233/5336/6222/6228/6147/6176/6224/6168/6208/6206/23521/6137/6169/6229/6161/6152/6133/6154/6181/6202/6223/6143/2197/6122/6129/6139/6194/6189/6164/6134/6203/3455/6135/6207/6191/9349/6141/6128/6227/4736/6132/6165/6136/6774/6230/6217/6187/6142/6158,49
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,17/195,254/9389,0.06692913385826772,3.2225519886937213,5.229571527476309,2.0573932660455523e-05,0.0025203067509058014,0.0020682216516563186,5336/114/1133/23236/4773/952/774/51196/4916/5154/3358/107/3360/808/818/6262/108,17
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,12/195,149/9389,0.08053691275167785,3.877749096541043,5.156578948330338,6.06279160406259e-05,0.0037800703021745132,0.0031020125787984193,2560/4535/4538/114/23236/4536/2555/2557/774/107/4539/108,12
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,10/195,105/9389,0.09523809523809523,4.585592185592185,5.380709838121353,6.171543350489001e-05,0.0037800703021745132,0.0031020125787984193,3673/114/783/137868/7273/3691/107/6262/108/1837,10
Human Diseases,Substance dependence,hsa05032,Morphine addiction,9/195,91/9389,0.0989010989010989,4.761961115807269,5.251602228896531,0.00010780446826067199,0.004717782305685448,0.0038715206031618493,5144/2560/114/10846/2555/2557/774/107/108,9
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,13/195,184/9389,0.07065217391304347,3.401811594202898,4.7916771463887295,0.00011553752585352116,0.004717782305685448,0.0038715206031618493,5336/6092/1630/80031/57556/59277/2043/285220/4773/56963/56288/56896/818,13
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,9/195,99/9389,0.09090909090909091,4.377156177156177,4.919403908665237,0.00020644410232201365,0.007225543581270478,0.005929447149399189,5336/114/23236/8605/3358/107/808/818/108,9
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,11/195,155/9389,0.07096774193548387,3.417005789909016,4.418757834716431,0.00037422934695762806,0.009756509685096459,0.008006416111078083,114/783/23236/4773/952/8605/107/808/818/6262/108,11
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,8/195,86/9389,0.09302325581395349,4.478950506857483,4.719951780926766,0.0003982248851059779,0.009756509685096459,0.008006416111078083,114/23236/3782/107/10242/818/6262/108,8
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,8/195,86/9389,0.09302325581395349,4.478950506857483,4.719951780926766,0.0003982248851059779,0.009756509685096459,0.008006416111078083,29119/3673/783/137868/3691/6262/1837/83439,8
