category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,18/249,143/9389,0.1258741258741259,4.746313927036819,7.450893522656796,3.784521562486541e-08,1.063450559058718e-05,7.5690431249730825e-06,3725/1435/2209/2212/2214/3552/3553/6772/7124/799/29760/8061/4792/2353/3690/9021/3726/126014,18
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,13/249,79/9389,0.16455696202531644,6.20492094962127,7.667714947147135,1.3063956544805168e-07,1.8354858945451262e-05,1.306395654480517e-05,3725/2209/2212/2214/1378/3552/3553/6772/7124/3109/7099/4792/2353,13
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,23/249,300/9389,0.07666666666666666,2.8908567603748323,5.493818688979338,4.459545408390601e-06,0.0003845495369894423,0.00027370073807077744,3725/1647/1435/3552/3553/3556/2261/1946/929/5159/1843/7124/3303/3304/7422/4217/5154/26281/783/3479/2321/2353/4616,23
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,13/249,110/9389,0.11818181818181818,4.456261409273457,6.018183887879499,6.320470028605818e-06,0.0003845495369894423,0.00027370073807077744,6513/7037/1026/7422/1978/7099/80201/3939/3479/2321/6774/3162/5230,13
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,12/249,95/9389,0.12631578947368421,4.762967660114141,6.084208249590262,7.208139269151762e-06,0.0003845495369894423,0.00027370073807077744,3725/1435/3552/3553/7124/3109/7422/7099/6387/2321/2353/6347,12
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,10/249,66/9389,0.15151515151515152,5.713155652914689,6.3418946661576685,8.211022142123323e-06,0.0003845495369894423,0.00027370073807077744,3725/3552/3553/6772/7124/3109/7099/6095/4094/6774,10
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,12/249,100/9389,0.12,4.524819277108434,5.8487827451387515,1.2318485179571784e-05,0.0004796379850449718,0.0003413793487864568,1435/2209/1378/3552/3553/7037/929/7124/3109/966/960/3690,12
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,12/249,101/9389,0.1188118811881188,4.4800190862459734,5.803557952436972,1.3655173951458271e-05,0.0004796379850449718,0.0003413793487864568,3725/3552/3553/6772/2335/7124/5292/7422/1284/6347/6774/7056,12
Human Diseases,Cancer: overview,hsa05202,Transcriptional misregulation in cancer,17/249,201/9389,0.0845771144278607,3.1891346480449165,5.178132108782389,2.3595574040730823e-05,0.0007367062561605957,0.0005243460897940183,1647/2209/604/8842/929/1026/5154/2115/2138/7704/3479/2321/597/4094/4616/1050/1051,17
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,9/249,68/9389,0.1323529411764706,4.990609496810773,5.450992070423625,7.061590043012144e-05,0.0016121003177436766,0.0011474023613833998,2209/929/5292/1978/6934/7704/597/6774/1050,9
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,12/249,119/9389,0.10084033613445378,3.8023691404272553,5.0777588489179175,7.12739431337533e-05,0.0016121003177436766,0.0011474023613833998,3725/1435/3553/3659/7124/4217/4792/2353/6347/9021/3726/1051,12
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,23/249,362/9389,0.06353591160220995,2.3957376467194744,4.469917143334353,8.972970215683451e-05,0.0016121003177436766,0.0011474023613833998,1435/4170/2335/2261/6696/9180/1946/5159/1026/7422/5154/26281/1978/7099/54541/57121/3479/2321/1284/3690/3691/284217/5008,23
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,6/249,29/9389,0.20689655172413793,7.801412546738678,6.054430649793636,9.317194980438225e-05,0.0016121003177436766,0.0011474023613833998,54798/7005/83937/10413/7004/122786,6
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,16/249,203/9389,0.07881773399014778,2.9719666844718775,4.688106705020139,9.594751321775057e-05,0.0016121003177436766,0.0011474023613833998,3725/10451/2335/6696/5159/7422/5154/55742/2012/3479/5829/2321/1284/3690/3691/284217,16
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,15/249,182/9389,0.08241758241758242,3.1077055474645836,4.739141513198856,9.615096284471342e-05,0.0016121003177436766,0.0011474023613833998,1263/2209/2207/2212/2214/1378/3552/3553/6772/929/7124/3109/7099/9902/1051,15
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,13/249,142/9389,0.09154929577464789,3.4520334860569037,4.859406791577189,9.772225702414163e-05,0.0016121003177436766,0.0011474023613833998,3725/3552/3553/1843/7124/7422/4217/5154/2353/6347/3690/7056/3162,13
Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,11/249,105/9389,0.10476190476190476,3.9502390514438708,5.017615833552437,0.00010095605340117952,0.0016121003177436766,0.0011474023613833998,1647/3553/929/7124/7099/6387/29760/4792/597/4616/115650,11
Human Diseases,Infectious disease: bacterial,hsa05134,Legionellosis,8/249,56/9389,0.14285714285714285,5.386689615605278,5.434172286671919,0.00010326621252450598,0.0016121003177436766,0.0011474023613833998,1378/3553/929/7124/3303/3304/7099/4792,8
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,10/249,95/9389,0.10526315789473684,3.969139716761784,4.80069615011259,0.00020053204518279756,0.0029160812415723165,0.002075502663040795,3725/3553/7124/8061/4792/2353/6347/1051/6280/6279,10
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,9/249,78/9389,0.11538461538461539,4.350787766450417,4.904663034316771,0.00020755026630407946,0.0029160812415723165,0.002075502663040795,3725/3552/3553/3659/929/7124/7099/710/2353,9
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,9/249,86/9389,0.10465116279069768,3.946063323059681,4.529944787064968,0.00043543618855137187,0.005826550903949309,0.004147011319536875,4000/2697/137868/783/6934/6547/3690/3691/284217,9
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,10/249,109/9389,0.09174311926605505,3.459341954975867,4.262567758481254,0.0006119631215494758,0.007570334995259731,0.005388138786661731,3725/3553/6772/3556/3109/196/4792/2353/6095/6774,10
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,15/249,216/9389,0.06944444444444445,2.618529674252566,3.9719608681691025,0.000619635960466099,0.007570334995259731,0.005388138786661731,3725/10451/3553/929/7124/3303/3304/4217/19/7099/4792/2353/6347/6774/7494,15
