ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,fold_enrichment,ci_lower,ci_upper
hsa03010,Ribosome,127,0.7283660076838722,2.9718886007335943,1e-10,1.79e-8,9.947368421052635e-9,2410,"tags=57%, list=13%, signal=50%",RPS3A/RPL37A/RPL24/RPS4X/RPS27/RPS12/RPS15A/RPL35A/RPL9/RPS27A/RPLP1/RPS18/RPL7A/RPL10/RPL3/RPS16/RPL10A/RPL23/RPL5/RPL41/RPL7/RPL13/RPL26/RPL27A/RPL36A/RPS14/RPS8/RPS20/RPL30/RPL34/RPL14/RPS13/RPL21/RPS25/RPS21/RPS26/RPL13A/RPL12/MRPL16/RPLP0/RPL17/RPL27/RPL29/FAU/RPL18A/RPS3/RPL39/RPS11/RPL22L1/RPS9/RPL32/UBA52/RPS23/RPL15/RPL18/RPS28/RPS29/RPS19/MRPS21/MRPL23/RPS6/RPS2/RPL6/RPL35/RPL36/RPS5/MRPS7/RPL28/RPS17/RPL11/RPL19/MRPL19,2.9718886007335943,NA,NA
hsa05171,Coronavirus disease - COVID-19,199,0.5000487242142645,2.1845833114203517,1e-10,1.79e-8,9.947368421052635e-9,2349,"tags=37%, list=12%, signal=32%",MASP2/RPS3A/RPL37A/IL12A/RPL24/PRKCG/RPS4X/RPS27/RPS12/RPS15A/RPL35A/RPL9/RPS27A/RPLP1/RPS18/RPL7A/RPL10/RPL3/RPS16/RPL10A/RPL23/RPL5/RPL41/RPL7/TLR4/RPL13/RPL26/RPL27A/RPL36A/RPS14/RPS8/RPS20/RPL30/RPL34/RPL14/SELP/RPS13/RPL21/RPS25/RPS21/RPS26/RPL13A/RPL12/RPLP0/RPL17/RPL27/RPL29/FAU/RPL18A/RPS3/RPL39/RPS11/RPL22L1/RPS9/MAPK12/RPL32/UBA52/RPS23/RPL15/RPL18/RPS28/RPS29/RPS19/RPS6/RPS2/RPL6/RPL35/RPL36/RPS5/RPL28/RPS17/RPL11/RPL19,2.1845833114203517,NA,NA
hsa04140,Autophagy - animal,159,-0.4865527380161412,-2.0973448516264668,4.353041595916034e-9,4.5369667680189314e-7,2.5212782098076394e-7,5073,"tags=51%, list=27%, signal=38%",PPP2CA/DDIT4/IRS1/EPG5/NRAS/KRAS/STX17/ATG7/MAP1LC3B/RAB33B/PTEN/SMCR8/RRAGD/OPTN/GABARAPL1/ATG10/TRAF6/PDPK1/ATG5/RRAGC/C9orf72/PRKCD/WIPI2/WDR45/EIF2AK4/SH3GLB1/MAP2K1/CALCOCO2/BNIP3/STX7/PRKACB/RRAS2/HIF1A/RRAS/PIK3CD/PIK3R2/BCL2/MAPK9/MTMR14/VPS16/WIPI1/LAMP1/VPS41/ZFYVE1/PIK3R4/IRS4/EIF2S1/RUBCN/PIK3C3/SNAP29/PIK3CB/ATG4B/ATG2B/IRS2/SUPT20H/WDR45B/CFLAR/ULK1/VPS33A/NBR1/PPP2CB/RAB7A/RAF1/AKT3/MAPK8/RB1CC1/BCL2L1/BIRC6/UVRAG/ATG4C/WDFY3/PIK3CA/VMP1/ATG13/RPS6KB1/MAP3K7/RPTOR/AMBRA1/ITPR1/DEPTOR/IGF1R,-2.0973448516264668,NA,NA
hsa04144,Endocytosis,241,-0.42896906333223694,-1.9253095850803676,5.069236612311655e-9,4.5369667680189314e-7,2.5212782098076394e-7,5416,"tags=49%, list=29%, signal=36%",IGF2R/AP2A2/PDCD6IP/VPS37C/CBLB/PRKCI/USP8/ARPC1B/CHMP3/ARFGAP1/CAPZA2/SNX5/RAB31/SNX2/IL2RB/VPS26B/ACTR2/WASHC2C/TGFBR2/IST1/CYTH2/HGS/MVB12A/TFRC/EPS15/CHMP2B/ARRB2/ACAP2/ARFGAP3/TRAF6/GIT1/SMAD2/GRK4/SPART/BIN1/LDLRAP1/SNF8/ZFYVE9/PSD4/SNX4/RAB5C/SH3GLB1/ARPC2/ARFGEF2/STAM2/SMAP2/CLTC/RABEP1/AP2B1/PIP5K1C/ARFGEF1/SMAD3/PARD6B/SNX1/GRK2/CBL/SNX6/WIPF2/ASAP1/EEA1/GRK5/SH3GL3/RAB5B/SNX3/ZFYVE16/ARPC1A/DNAJC6/IQSEC1/AP2A1/RAB35/AGAP3/CAPZB/HSPA1L/TGFBR1/CHMP1A/KIF5B/WASL/FGFR2/GBF1/RAB22A/RAB11FIP3/RAB11FIP2/RAB7A/ARAP3/CYTH1/DNM3/ARPC3/AGAP5/ITCH/EPS15L1/WIPF1/WWP1/SMURF2/WASHC5/DNM2/LDLR/CYTH3/HLA-E/ARRB1/GIT2/ACTR3/SH3GL1/RAB10/PLD1/VTA1/WASHC4/PRKCZ/SH3KBP1/AGAP1/KIF5C/ARAP2/NEDD4L/IGF1R/MVB12B/SMURF1/GRK7/RAB11FIP4/HSPA1B/HSPA1A,-1.9253095850803676,NA,NA
hsa05203,Viral carcinogenesis,161,-0.4814642123137075,-2.072757722033158,7.43712581434412e-9,5.32498208307039e-7,2.959193218760082e-7,4498,"tags=40%, list=24%, signal=31%",SKP2/CHD4/PMAIP1/NFKB2/CREB1/CCNA2/KAT2A/YWHAE/RB1/HDAC8/HNRNPK/NFKBIA/RBPJ/TP53/GTF2E2/TRAF1/PRKACB/UBE3A/PIK3CD/RELA/RAC1/SND1/PIK3R2/CDK2/REL/VAC14/CDKN1B/GTF2B/STAT5A/IL6ST/POLB/JAK3/PIK3CB/CASP8/USP7/GTF2H1/SYK/HDAC5/GRB2/SP100/YWHAQ/RASA2/MAD1L1/YWHAG/PXN/SCIN/MAPKAPK2/EP300/CREB5/KAT2B/STAT5B/PIK3CA/CCND3/HLA-E/STAT3/RBL1/NFKB1/ACTN4/ATP6V0D2/CREBBP/CDK6/HDAC9/JUN/HDAC4,-2.072757722033158,NA,NA
hsa05162,Measles,121,-0.5137980877656659,-2.130395074098767,1.118476097066675e-8,6.093498643227305e-7,3.386272400970188e-7,4336,"tags=43%, list=23%, signal=33%",MX2/TRAF6/TP73/CHUK/EIF2AK4/MYD88/MAVS/NFKBIA/IFNAR1/CSNK2A1/TP53/PIK3CD/RELA/PIK3R2/BCL2/MAPK9/CDK2/CDKN1B/APAF1/RAB9A/STAT2/STAT5A/EIF2S1/JAK3/PIK3CB/CASP8/HSPA1L/IFNAR2/EIF3H/TLR2/AKT3/MAPK8/GSK3B/BCL2L1/CASP9/FOS/OAS2/IKBKB/STAT5B/PIK3CA/TAB2/CCND3/STAT3/NFKB1/MAP3K7/MSN/IL1A/IL1B/CDK6/JUN/HSPA1B/HSPA1A,-2.130395074098767,NA,NA
hsa05135,Yersinia infection,133,-0.500039302545386,-2.1143617832394987,1.191466215156177e-8,6.093498643227305e-7,3.386272400970188e-7,4575,"tags=48%, list=24%, signal=37%",ZAP70/VAV1/LIMK1/FCGR2A/TRAF6/CCL2/CHUK/ROCK1/MYD88/MAP2K1/NFKBIA/ARPC2/IL18/PIP5K1C/NFATC2/PIK3CD/RELA/RAC1/PKN1/PIK3R2/MAPK9/WIPF2/PTK2/PKN2/MAPK14/ARHGEF12/NLRP3/ARPC1A/LCP2/PIK3CB/WASF2/CASP1/RPS6KA3/WASL/SKAP2/CRKL/ROCK2/MAP2K7/AKT3/GNAQ/ARPC3/MAPK8/ARHGEF7/GSK3B/CRK/PXN/WIPF1/FOS/IKBKB/BCAR1/ITGA5/PIK3CA/TAB2/MAP2K6/GIT2/ACTR3/NFKB1/MAP3K7/DOCK1/MAP2K4/NFATC3/IL1B/JUN/ELMO1,-2.1143617832394987,NA,NA
hsa03083,Polycomb repressive complex,81,-0.5771067931440944,-2.2503323433626434,1.5385651460424986e-8,6.885079028540181e-7,3.826168586868846e-7,4349,"tags=53%, list=23%, signal=41%",EED/BCORL1/RBBP4/PCGF1/WDR5B/PCGF6/RNF2/PHC1/JARID2/PHF19/PHC3/ASXL1/WDR5/BCOR/PCGF3/UBE2D3/FOXK2/ASXL3/UBE2D1/USP7/PCGF5/MGA/YY1/BMI1/OGT/MBD5/KDM2B/E2F6/YAF2/RYBP/EP300/AEBP2/EZH1/ASXL2/AUTS2/FOXK1/DCAF7/KDM2A/CREBBP/L3MBTL4/PHC2/LCOR/SFMBT2,-2.2503323433626434,NA,NA
hsa05131,Shigellosis,216,-0.43505072764052777,-1.9359506332599803,1.7389230883833156e-08,6.917049618235856e-7,3.843935248005224e-7,5142,"tags=46%, list=27%, signal=34%",ARPC1B/HCLS1/NOD1/UBE2D2/MYL12A/PPID/ACTR2/TNFRSF1A/MAP1LC3B/CYTH2/RRAGD/PLCE1/PLCG2/CGAS/TRAF6/TECPR1/ATG5/RRAGC/CHUK/PRKCD/WIPI2/ROCK1/MYD88/CALCOCO2/NFKBIA/ARPC2/FBXW11/BNIP3/TP53/NAIP/IL18/SEPTIN6/PIK3CD/RELA/RAC1/PIK3R2/BCL2/MAPK9/ARHGEF2/PTK2/WIPI1/PRKCE/MAPK14/FNBP1/FOXO4/RIPK1/NLRP3/WASF1/PIK3R4/ARPC1A/PIK3C3/TAB3/PIK3CB/TIFA/WASF2/CASP1/UBE2D3/UBE2D1/WASL/CUL1/HK2/CRKL/GSK3A/FOXO1/ROCK2/CYTH1/BTRC/AKT3/ARPC3/MAPK8/GSK3B/CRK/RPS6KA5/PXN/BCL2L1/IKBKB/SEPTIN8/CD44/ATM/TLN2/BCAR1/ITGA5/PIK3CA/CYTH3/TAB2/RIPK2/ACTR3/RPS6KB1/NFKB1/MAP3K7/DOCK1/ACTN4/CAST/FOXO3/RPTOR/IL1B/ITPR1/JUN/ELMO1,-1.9359506332599803,NA,NA
hsa05220,Chronic myeloid leukemia,76,-0.5852888168670812,-2.255114958773575,2.769424497097419e-8,9.91453969960876e-7,5.509697157383287e-7,4058,"tags=51%, list=21%, signal=41%",CHUK/MECOM/RB1/MAP2K1/NFKBIA/TP53/RUNX1/SMAD3/PIK3CD/RELA/PIK3R2/CBL/CDKN1B/SHC4/STAT5A/PIK3CB/SOS2/BRAF/TGFBR1/ABL1/GADD45B/GRB2/CRKL/RAF1/BCR/AKT3/CRK/BCL2L1/IKBKB/PTPN11/STAT5B/PIK3CA/POLK/NFKB1/CTBP2/SOS1/CDK6/GAB2/SHC2,-2.255114958773575,NA,NA
