"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005041","low-density lipoprotein particle receptor activity","3/39","15/18639",0.2,95.5846153846154,16.7805092034757,3.78712515405539e-06,0.000676239837672112,0.00053387355605693,"53353/6653/4036",3
"GO:0030228","lipoprotein particle receptor activity","3/39","18/18639",0.166666666666667,79.6538461538462,15.2872793607173,6.76239837672112e-06,0.000676239837672112,0.00053387355605693,"53353/6653/4036",3
"GO:0019706","protein-cysteine S-palmitoyltransferase activity","3/39","25/18639",0.12,57.3507692307692,12.9099774453155,1.88683999617407e-05,0.000943419998087033,0.000744805261647657,"2752/79683/253832",3
"GO:0019707","protein-cysteine S-acyltransferase activity","3/39","25/18639",0.12,57.3507692307692,12.9099774453155,1.88683999617407e-05,0.000943419998087033,0.000744805261647657,"2752/79683/253832",3
"GO:0016417","S-acyltransferase activity","3/39","29/18639",0.103448275862069,49.4403183023873,11.9538633174099,2.98030243047102e-05,0.00119212097218841,0.000941148135938218,"2752/79683/253832",3
"GO:0016409","palmitoyltransferase activity","3/39","36/18639",0.0833333333333333,39.8269230769231,10.6774665058451,5.76486730819452e-05,0.00192162243606484,0.00151707034426172,"2752/79683/253832",3
"GO:0008199","ferric iron binding","2/39","11/18639",0.181818181818182,86.8951048951049,13.0483959696911,0.000231854179817482,0.00662440513764235,0.00522979352971764,"2495/2512",2
"GO:0031994","insulin-like growth factor I binding","2/39","13/18639",0.153846153846154,73.5266272189349,11.9780147467569,0.000327942611896523,0.00751533106450258,0.00593315610355467,"4036/3480",2
"GO:0038024","cargo receptor activity","3/39","65/18639",0.0461538461538462,22.0579881656805,7.78746880723734,0.000338189897902616,0.00751533106450258,0.00593315610355467,"53353/6653/4036",3
"GO:0005520","insulin-like growth factor binding","2/39","19/18639",0.105263157894737,50.3076923076923,9.8463920625072,0.000713270279696109,0.0142654055939222,0.0112621623109912,"4036/3480",2
"GO:0008198","ferrous iron binding","2/39","26/18639",0.0769230769230769,36.7633136094675,8.35587090099607,0.00134315229748441,0.0244209508633529,0.0192796980500155,"2495/2512",2
"GO:0019838","growth factor binding","3/39","136/18639",0.0220588235294118,10.5424208144796,5.11425560284701,0.00286577497825208,0.0477629163042013,0.0377075655033168,"4036/3977/3480",3
