"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-156842","Eukaryotic Translation Elongation",58,0.830234463410479,3.1623238092993,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/1933/6128/6209/6227/6181/6136"
"R-HSA-72613","Eukaryotic Translation Initiation",59,0.82495806320328,3.15521401927451,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=88%, list=16%, signal=75%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",59,0.82495806320328,3.15521401927451,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=88%, list=16%, signal=75%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-72737","Cap-dependent Translation Initiation",59,0.82495806320328,3.15521401927451,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=88%, list=16%, signal=75%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",58,0.827944495385899,3.15360142938638,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=90%, list=16%, signal=76%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-72689","Formation of a pool of free 40S subunits",58,0.827944495385899,3.15360142938638,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=90%, list=16%, signal=76%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane",58,0.827348662228407,3.15133192906648,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=90%, list=16%, signal=76%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-156902","Peptide chain elongation",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-192823","Viral mRNA Translation",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-72764","Eukaryotic Translation Termination",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-927802","Nonsense-Mediated Decay (NMD)",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",57,0.829797153371509,3.14974137639176,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=91%, list=16%, signal=78%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency",59,0.82037158344892,3.13767212730986,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=88%, list=16%, signal=75%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-2408557","Selenocysteine synthesis",58,0.823506137981811,3.13669593592437,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=90%, list=16%, signal=76%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",60,0.81789595502865,3.12926897481743,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=87%, list=16%, signal=74%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-8868773","rRNA processing in the nucleus and cytosol",60,0.81789595502865,3.12926897481743,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=87%, list=16%, signal=74%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-168273","Influenza Viral RNA Transcription and Replication",61,0.816153045064304,3.12375906039755,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=87%, list=16%, signal=74%","5435/6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-72312","rRNA processing",61,0.812907174432077,3.11133575589895,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=85%, list=16%, signal=73%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"R-HSA-2408522","Selenoamino acid metabolism",60,0.805548343887185,3.08202702891889,1e-10,2.372e-09,2.12631578947368e-09,567,"tags=87%, list=16%, signal=74%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
