"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"PSMB5_TARGET_GENES","PSMB5_TARGET_GENES",58,0.593072421365285,2.31064058620653,5.83483525204593e-07,0.000550808447793136,0.000483984229327599,647,"tags=53%, list=19%, signal=44%","2495/6446/7846/6206/23521/2512/6515/7832/6232/6176/6161/7422/6203/7538/2597/100861519/6122/6158/6224/2197/3939/9168/6231/3726/54541/6136/467/133/6234/23670/23645"
"SRSF9_TARGET_GENES","SRSF9_TARGET_GENES",179,-0.467689225492213,-1.80393371346664,1.7745210106564e-06,0.00083757391702982,0.000735959240209075,792,"tags=43%, list=23%, signal=35%","6323/5140/162993/2115/84083/122786/463/545/5608/143279/51606/57128/114908/23518/101928687/1500/120892/145282/10138/58494/9577/84159/5396/144535/100505875/1768/285175/55133/201134/51130/5534/54875/55610/2/9475/54532/120114/80896/57560/896/8202/79582/2262/80705/23301/23092/8496/65975/57544/5592/2259/5890/286053/1006/7402/284757/2191/4133/64901/91526/51057/23345/4539/100506866/3775/5991/773/2823/4540/85445/2037/4519/3977/54828/4537/4538/4513"
"CAGGTA_AREB6_01","CAGGTA_AREB6_01",198,-0.450392259661451,-1.75049302647851,4.64885356664544e-06,0.00146283925563776,0.00128536723176021,635,"tags=34%, list=18%, signal=30%","114885/4781/6262/1021/145581/114880/9185/776/8715/29761/23543/57575/9201/55885/93986/84239/79741/3720/135138/64750/9687/8573/783/5764/222255/4306/10752/253559/11343/2048/339479/6935/655/202559/460/2119/55074/2272/50515/254827/60495/57522/51057/3707/83938/114788/57633/55084/10628/171019/2104/30011/55534/3775/6660/4217/26960/23236/1112/6547/2823/256435/5144/85445/5087/27086/5071/80243"
"TEF_Q6","TEF_Q6",82,-0.523626573848662,-1.83747890218741,7.73930828839803e-05,0.0158326500753229,0.0139118290135532,545,"tags=38%, list=16%, signal=33%","54796/23705/776/2138/51232/23418/84239/7143/59269/253559/22999/339479/51199/2119/2257/4133/55628/51057/83938/55084/7029/11278/57161/10659/28316/7091/23522/5087/27086/3480/57628"
"GTF2A2_TARGET_GENES","GTF2A2_TARGET_GENES",98,0.432393335206142,1.819420663321,8.38593753989562e-05,0.0158326500753229,0.0139118290135532,483,"tags=37%, list=14%, signal=33%","283131/6446/6168/6206/2752/4099/6137/6222/64849/6189/2512/6232/6194/6176/6152/6203/6141/6202/7538/100093630/4616/2353/100133205/9021/376940/6122/6158/6159/6224/3939/6132/11224/9168/6231/6193/1026"
"DROSHA_TARGET_GENES","DROSHA_TARGET_GENES",13,-0.793317765537489,-1.90161600473495,0.00016119103854643,0.0253607233979717,0.0222839541008047,242,"tags=46%, list=7%, signal=43%","4509/4535/4536/4508/4537/4514"
"TTANTCA_UNKNOWN","TTANTCA_UNKNOWN",274,-0.382273274408502,-1.53179811100727,0.000222579065282229,0.0300163768037749,0.0263747824725409,932,"tags=38%, list=27%, signal=30%","6252/22849/23414/83478/3597/407738/9215/144165/339745/64762/10777/5992/85440/285513/51617/55294/2202/2895/8554/64393/767/3176/1827/9832/23657/64744/8412/253782/8936/1946/6262/1021/4233/5218/5396/144535/2903/9175/285175/54796/23705/2138/1462/51232/57205/55610/9201/9019/55885/93986/26033/9951/83988/79582/84623/3983/10418/8573/222255/11228/4306/59269/10752/80333/5099/151742/54477/22999/5793/6935/26207/51397/460/2257/4286/254827/60495/4133/4651/659/91526/83938/27303/57633/55084/2104/6546/81551/6660/4217/5599/57512/28316/6547/2823/2560/5144/27086/3480/54715/3977/4919/9223/5136"
"RTAAACA_FREAC2_01","RTAAACA_FREAC2_01",278,-0.382001779172779,-1.53480213891493,0.000291544968041166,0.0344023062288576,0.0302286098442683,837,"tags=36%, list=24%, signal=30%","55227/8618/51617/10178/55294/2202/2895/8554/9459/6916/2115/1827/1456/57578/122786/65268/5608/4775/255082/9252/678/81846/4325/4781/8493/5218/9175/23648/4163/4094/54796/23705/2138/1462/2697/4815/23418/80790/94134/55885/93986/10090/84068/4082/2066/23301/64750/2898/783/4916/222255/29951/80031/4211/2259/54477/11343/9990/2048/51199/2309/26207/6095/2119/2009/2257/143686/57118/4286/10098/11112/6934/19/114788/10529/55084/1837/10628/2104/7029/51059/11278/55534/57161/5602/6660/1112/2823/83943/5530/25925/5087/3480/54715/3977/4919/57628/54828/80243/5136"
"HFH8_01","HFH8_01",67,-0.52055159505605,-1.76952616523474,0.000432820321054936,0.0414148566600067,0.0363903959055367,428,"tags=33%, list=12%, signal=29%","93986/84068/7143/4082/4916/11343/51199/6095/2119/6934/19/3707/130132/1837/2913/2104/11278/57161/5602/1112/54715/57628"
"TGATTTRY_GFI1_01","TGATTTRY_GFI1_01",100,-0.465127112331534,-1.68222343881712,0.000438716701906851,0.0414148566600067,0.0363903959055367,498,"tags=34%, list=14%, signal=30%","51232/55610/23418/84216/93986/9951/80705/9699/138046/59269/2259/253559/339479/9213/4045/777/51809/11112/10186/4131/51057/83938/1837/2104/5602/6660/5599/1112/2823/25925/9378/1496/64798/83698"
