"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0022626","cytosolic ribosome",59,0.823361226993576,3.17129703344779,1e-10,6.06666666666667e-09,5.26315789473684e-09,567,"tags=90%, list=16%, signal=76%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/347/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"GO:0044391","ribosomal subunit",61,0.807146388916488,3.11679993625491,1e-10,6.06666666666667e-09,5.26315789473684e-09,567,"tags=85%, list=16%, signal=73%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"GO:0005840","ribosome",66,0.778449844091435,3.03678987185768,1e-10,6.06666666666667e-09,5.26315789473684e-09,567,"tags=80%, list=16%, signal=68%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/6223/347/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"GO:0022625","cytosolic large ribosomal subunit",33,0.827877854384672,2.78938340263845,1e-10,6.06666666666667e-09,5.26315789473684e-09,567,"tags=91%, list=16%, signal=77%","6144/6168/6133/6137/23521/6143/6139/6176/6161/6130/6147/6152/6154/6142/6129/6141/6171/9045/6122/6158/6159/6165/6164/9349/6132/11224/7311/6128/6181/6136"
"GO:0015934","large ribosomal subunit",35,0.80888270531588,2.76180977371936,1e-10,6.06666666666667e-09,5.26315789473684e-09,567,"tags=86%, list=16%, signal=72%","6144/6168/6133/6137/23521/6143/6139/6176/6161/6130/6147/6152/6154/6142/6129/6141/6171/9045/6122/6158/6159/6165/6164/9349/6132/11224/7311/6128/6181/6136"
"GO:1990904","ribonucleoprotein complex",98,0.593763890944624,2.48273691309647,1e-10,6.06666666666667e-09,5.26315789473684e-09,509,"tags=57%, list=15%, signal=50%","8826/283131/6144/6168/6233/6206/6133/6137/6222/23521/6189/9961/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/7538/64506/2597/6223/6171/9045/6207/6122/6158/6230/6159/6224/152485/6165/2197/6205/6164/9349/6132/11224/6231/6193/7311/6128/6209"
"GO:0022627","cytosolic small ribosomal subunit",24,0.823999747242367,2.56992234462927,5.35039616701053e-09,2.78220600684548e-07,2.41371255654611e-07,546,"tags=92%, list=16%, signal=78%","6233/6206/6222/6189/6232/6194/6228/6208/6217/6203/6202/6191/6223/6207/6230/6224/2197/6205/6231/6193/6209/6227"
"GO:0098803","respiratory chain complex",25,-0.813585807376824,-2.29254912510576,2.36769295365792e-08,1.07730029391436e-06,9.34615639601812e-07,242,"tags=44%, list=7%, signal=41%","4535/4539/4536/4512/4540/4519/4508/4537/4538/4514/4513"
"GO:0015935","small ribosomal subunit",26,0.796699370801683,2.53378926499937,4.10515532585312e-08,1.66030726512282e-06,1.44040537749232e-06,546,"tags=85%, list=16%, signal=72%","6233/6206/6222/6189/6232/6194/6228/6208/6217/6203/6202/6191/6223/6207/6230/6224/2197/6205/6231/6193/6209/6227"
"GO:0030684","preribosome",19,0.791842646202012,2.35259275046817,3.71637883055219e-06,0.000108396812123666,9.40400336526889e-05,477,"tags=79%, list=14%, signal=68%","6233/6206/6189/6232/6194/6228/6208/6217/6203/6202/6191/6223/6207/6205/6193"
