"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002181","cytoplasmic translation",64,0.7868629322908,3.07029191412947,1e-10,2.979e-07,2.85473684210526e-07,567,"tags=84%, list=16%, signal=72%","6144/6168/6233/6206/6133/6137/6222/23521/6189/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/64506/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/8531/6164/9349/6132/11224/6231/6193/7311/6128/6209/6227/6181/6136"
"GO:0006412","translation",124,0.528395282876338,2.27622034890051,4.93140609451208e-10,7.34532937777575e-07,7.03893333069304e-07,621,"tags=52%, list=18%, signal=45%","6144/6168/6233/6470/6206/6133/6137/6222/23521/6189/7832/6143/6232/6139/6194/6176/6228/6161/6130/6147/6208/6152/6154/6217/6142/6129/6203/6141/6202/6191/7538/64506/2597/6223/6171/9045/6207/6122/6158/6230/6159/6224/6165/2197/6205/8531/6164/9349/6132/11224/6231/6193/7311/1933/6128/5337/6209/6227/6181/6136/9451/79712/124540/6234/3673"
"GO:0022904","respiratory electron transport chain",24,-0.826252559485021,-2.29357025514393,8.99454386063354e-09,6.53207131062591e-06,6.25959873303209e-06,242,"tags=46%, list=7%, signal=43%","4535/4539/83943/4536/4512/4540/4519/4537/4538/4514/4513"
"GO:0022900","electron transport chain",25,-0.816253978042422,-2.29188645356582,6.72011137149514e-09,6.53207131062591e-06,6.25959873303209e-06,242,"tags=44%, list=7%, signal=41%","4535/4539/83943/4536/4512/4540/4519/4537/4538/4514/4513"
"GO:0042773","ATP synthesis coupled electron transport",22,-0.83006263987179,-2.27326507862515,1.31562362751781e-08,6.53207131062591e-06,6.25959873303209e-06,242,"tags=45%, list=7%, signal=43%","4535/4539/4536/4512/4540/4519/4537/4538/4514/4513"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",22,-0.83006263987179,-2.27326507862515,1.31562362751781e-08,6.53207131062591e-06,6.25959873303209e-06,242,"tags=45%, list=7%, signal=43%","4535/4539/4536/4512/4540/4519/4537/4538/4514/4513"
"GO:0045333","cellular respiration",40,-0.714216957413262,-2.19380377221159,4.35837685814336e-08,1.85480066577272e-05,1.77743128410297e-05,255,"tags=32%, list=7%, signal=30%","5290/4535/4539/83943/4536/4512/4540/4519/4508/4537/4538/4514/4513"
"GO:0006119","oxidative phosphorylation",31,-0.761985202779109,-2.23095876129179,5.19294643948937e-08,1.93372343040485e-05,1.85306193998621e-05,242,"tags=35%, list=7%, signal=33%","4535/4539/4536/4512/4540/4519/4508/4537/4538/4514/4513"
"GO:0019646","aerobic electron transport chain",21,-0.833916642384475,-2.26341258082874,6.3945084321354e-08,2.11658229103682e-05,2.02829320092997e-05,242,"tags=48%, list=7%, signal=45%","4535/4539/4536/4512/4540/4519/4537/4538/4514/4513"
"GO:0042254","ribosome biogenesis",43,0.678252978414172,2.4361973876068,8.13258520074535e-08,2.42269713130204e-05,2.32163905941278e-05,546,"tags=63%, list=16%, signal=54%","6233/6206/2752/6189/6232/6194/6228/6130/6208/6152/6154/6217/6129/6203/6202/6191/6223/9045/6207/6230/6165/2197/6205/11224/6193/6209/6227"
"GO:0009060","aerobic respiration",34,-0.728171529573579,-2.17980735449977,1.45425407197817e-07,3.93838443674816e-05,3.77410243368881e-05,242,"tags=32%, list=7%, signal=30%","4535/4539/4536/4512/4540/4519/4508/4537/4538/4514/4513"
