pathway1,pathway2,similarity
WP_AEROBIC_GLYCOLYSIS,WP_AEROBIC_GLYCOLYSIS_AUGMENTED,0.8888888888888888
WP_AEROBIC_GLYCOLYSIS_AUGMENTED,WP_AEROBIC_GLYCOLYSIS,0.8888888888888888
WP_PI3KAKT_SIGNALING,WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,0.7307692307692307
WP_METABOLIC_EPILEPTIC_DISORDERS,WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,0.7894736842105263
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,WP_PI3KAKT_SIGNALING,0.7307692307692307
WP_IRON_METABOLISM_IN_PLACENTA,WP_IRON_METABOLISM_DISORDERS,0.75
WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5122,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5321,0.9166666666666666
WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5321,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5122,0.9166666666666666
WP_IRON_METABOLISM_DISORDERS,WP_IRON_METABOLISM_IN_PLACENTA,0.75
WP_SEROTONIN_AND_ANXIETY,WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS,0.8333333333333334
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS,WP_SEROTONIN_AND_ANXIETY,0.8333333333333334
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,WP_METABOLIC_EPILEPTIC_DISORDERS,0.7894736842105263
WP_PROSURVIVAL_SIGNALING_OF_NEUROPROTECTIN_D1,WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS,0.75
WP_CELL_DIFFERENTIATION_EXPANDED_INDEX,WP_CELL_DIFFERENTIATION_INDEX,0.75
WP_TGFBETA_RECEPTOR_SIGNALING,WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,0.8333333333333334
WP_CELL_DIFFERENTIATION_INDEX,WP_CELL_DIFFERENTIATION_EXPANDED_INDEX,0.75
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,0.8823529411764706
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,WP_CHOLESTEROL_SYNTHESIS_DISORDERS,0.75
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,0.8823529411764706
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,WP_TGFBETA_RECEPTOR_SIGNALING,0.8333333333333334
WP_CHOLESTEROL_SYNTHESIS_DISORDERS,WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY,0.75
WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS,WP_PROSURVIVAL_SIGNALING_OF_NEUROPROTECTIN_D1,0.75
WP_DNA_DAMAGE_RESPONSE,WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,0.9090909090909091
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,WP_DNA_DAMAGE_RESPONSE,0.9090909090909091
