"logFC","logCPM","F","PValue","FDR","gene_id","significant","direction","regulation"
1.85720939717578,4.43490712178808,71.7789037084818,2.27845048797342e-12,3.52544644004128e-08,"ENSMUSG00000035383",TRUE,"Up","Up regulated"
-1.0044434047877,1.12833255949737,37.424883531845,1.11519277709597e-07,0.000862768892000296,"ENSMUSG00000028862",TRUE,"Down","Down regulated"
-0.432578999568617,3.2585831084941,32.3503574925584,5.34456342048321e-07,0.00204950392248679,"ENSMUSG00000021177",TRUE,"Down","Down regulated"
-0.679940674723211,3.03879321178115,31.9859126161845,6.01263263847056e-07,0.00204950392248679,"ENSMUSG00000086290",TRUE,"Down","Down regulated"
-0.786912622075098,4.24261243345076,31.4563646103263,7.13575969971879e-07,0.00204950392248679,"ENSMUSG00000061232",TRUE,"Down","Down regulated"
-0.219504690961817,5.25053019160169,31.1254011852438,7.94740744194452e-07,0.00204950392248679,"ENSMUSG00000032633",TRUE,"Down","Down regulated"
-0.38802334066283,6.67191678046996,29.4693540799296,1.3731504185041e-06,0.00303525091793056,"ENSMUSG00000030103",TRUE,"Down","Down regulated"
-0.743694282874792,2.52438913548076,28.5693848521762,1.85969774235108e-06,0.00353031921977383,"ENSMUSG00000073415",TRUE,"Down","Down regulated"
-0.610516941333904,3.85358920908316,28.2735658975496,2.05343973230559e-06,0.00353031921977383,"ENSMUSG00000028919",TRUE,"Down","Down regulated"
-0.962521299718333,1.75888185074109,26.6862066836825,3.55257002102999e-06,0.00549689159353971,"ENSMUSG00000079227",TRUE,"Down","Down regulated"
-1.71715959763938,2.00449647810407,25.6198520961993,5.17332247997504e-06,0.00674108029431974,"ENSMUSG00000032556",TRUE,"Down","Down regulated"
0.185193447293118,7.06695316625684,25.565842762124,5.22800772518819e-06,0.00674108029431974,"ENSMUSG00000020817",TRUE,"Up","Up regulated"
-1.00538786369806,0.00136635364174579,25.3522570761723,5.81604191493405e-06,0.00684898410291692,"ENSMUSG00000074252",TRUE,"Down","Down regulated"
0.549848805856051,4.23777332272623,25.0842432362212,6.19697391849266e-06,0.00684898410291692,"ENSMUSG00000036181",TRUE,"Up","Up regulated"
-0.413354639978984,4.19659614834503,24.6131181022216,7.32549097887687e-06,0.00755648812774412,"ENSMUSG00000025316",TRUE,"Down","Down regulated"
-0.47266389847049,4.95994117574129,24.3763691746534,7.97073276943293e-06,0.007629432116154,"ENSMUSG00000031167",TRUE,"Down","Down regulated"
-0.325700442083431,5.14516860279484,24.2355872740431,8.38236579684728e-06,0.007629432116154,"ENSMUSG00000028676",TRUE,"Down","Down regulated"
-0.616992179239238,1.4611020791487,23.6697060383773,1.02991951873349e-05,0.00850177913498341,"ENSMUSG00000020131",TRUE,"Down","Down regulated"
-0.193518655686514,6.9543982775373,23.6254201147173,1.04397210343621e-05,0.00850177913498341,"ENSMUSG00000026554",TRUE,"Down","Down regulated"
-0.305839919772029,5.12180698529385,23.4276290271209,1.12146691158255e-05,0.00867622876145837,"ENSMUSG00000029817",TRUE,"Down","Down regulated"
-2.1396758227937,-1.09842683520022,22.2677737262257,1.29666177031735e-05,0.00955392741529544,"ENSMUSG00000078881",TRUE,"Down","Down regulated"
0.958208186183341,1.43634555413456,22.7503153197819,1.43947592018608e-05,0.0101240958695633,"ENSMUSG00000078700",TRUE,"Up","Up regulated"
1.15298702875566,-1.21119268356427,21.6950432008281,1.59181598855229e-05,0.0104599527180176,"ENSMUSG00000079067",TRUE,"Up","Up regulated"
-0.313962420413264,4.10867562827394,22.3113992247779,1.68617659150592e-05,0.0104599527180176,"ENSMUSG00000071757",TRUE,"Down","Down regulated"
-1.65543584481085,3.17183056222133,22.2040873031615,1.75497016155834e-05,0.0104599527180176,"ENSMUSG00000050211",TRUE,"Down","Down regulated"
-0.78568331466347,0.62280697608574,22.2303805247906,1.7576343997186e-05,0.0104599527180176,"ENSMUSG00000099964",TRUE,"Down","Down regulated"
-0.468171079020509,2.07964757086149,21.9946814900054,1.89691837641203e-05,0.0108707474215642,"ENSMUSG00000023826",TRUE,"Down","Down regulated"
-0.21888844036438,7.00879522287101,21.4415492882705,2.32746274654302e-05,0.0126938706592795,"ENSMUSG00000027620",TRUE,"Down","Down regulated"
-0.413205029394461,2.70978549984165,21.3446228986616,2.41441138455991e-05,0.0126938706592795,"ENSMUSG00000052137",TRUE,"Down","Down regulated"
1.81386832160019,1.23799388587673,21.0276981967947,2.58867176555204e-05,0.0126938706592795,"ENSMUSG00000006154",TRUE,"Up","Up regulated"
-0.888617345468399,5.17155202520279,21.1262397066655,2.61883327219382e-05,0.0126938706592795,"ENSMUSG00000028341",TRUE,"Down","Down regulated"
-0.266062004781807,3.86014751535957,20.970442143721,2.77676445560096e-05,0.0126938706592795,"ENSMUSG00000024170",TRUE,"Down","Down regulated"
0.340568668942424,3.9640804140541,20.9704073066124,2.77676885845237e-05,0.0126938706592795,"ENSMUSG00000031349",TRUE,"Up","Up regulated"
-0.243081039981499,5.19798870138794,20.8902770633311,2.86140776968175e-05,0.0126938706592795,"ENSMUSG00000001909",TRUE,"Down","Down regulated"
-1.20230878672804,2.63345883305552,20.8829391914118,2.87135961400364e-05,0.0126938706592795,"ENSMUSG00000056116",TRUE,"Down","Down regulated"
0.267148772983804,4.77830266812389,20.6246918754231,3.16278936103888e-05,0.0135938443842652,"ENSMUSG00000047434",TRUE,"Up","Up regulated"
-0.613271979951168,4.05421935484058,20.4438339742353,3.38700410770577e-05,0.0141640850158193,"ENSMUSG00000003038",TRUE,"Down","Down regulated"
-0.680838198380396,1.16770277789641,20.2920666360055,3.59937779418501e-05,0.014432697862084,"ENSMUSG00000034738",TRUE,"Down","Down regulated"
0.240921967748976,4.67191423049811,20.2553002000684,3.63778980560509e-05,0.014432697862084,"ENSMUSG00000049047",TRUE,"Up","Up regulated"
-0.553791417701982,1.67260541947731,20.1143908771739,3.84430005017561e-05,0.0145428146041943,"ENSMUSG00000046667",TRUE,"Down","Down regulated"
-0.246358346342651,5.1954551647057,20.1037112645793,3.85352161036623e-05,0.0145428146041943,"ENSMUSG00000022858",TRUE,"Down","Down regulated"
-0.69826064535078,0.725724985856146,19.5368078138849,4.81916421280597e-05,0.0176536266364908,"ENSMUSG00000020534",TRUE,"Down","Down regulated"
0.380466294020082,3.0529531263782,19.4732549566707,4.90600365390747e-05,0.0176536266364908,"ENSMUSG00000048949",TRUE,"Up","Up regulated"
0.271394432592971,5.57933868411699,18.776705071939,6.42041349550405e-05,0.0224514495001031,"ENSMUSG00000079020",TRUE,"Up","Up regulated"
-0.767296427494322,1.28299768339127,18.740003957042,6.52953678992206e-05,0.0224514495001031,"ENSMUSG00000037405",TRUE,"Down","Down regulated"
0.234321691213665,5.16450420110204,18.5985982590669,6.88148442850648e-05,0.0231472192526697,"ENSMUSG00000031202",TRUE,"Up","Up regulated"
0.270423048157972,5.67698308532145,18.2142089231718,7.99754322181899e-05,0.0254618708783717,"ENSMUSG00000028698",TRUE,"Up","Up regulated"
-1.3289757755361,-0.186536125357148,18.1769686928442,8.15323284440764e-05,0.0254618708783717,"ENSMUSG00000072844",TRUE,"Down","Down regulated"
-0.359161274416785,5.05020023552243,18.1328350325237,8.25731290218625e-05,0.0254618708783717,"ENSMUSG00000059970",TRUE,"Down","Down regulated"
0.16258617295225,6.87352130463577,18.1261193799402,8.27891761640243e-05,0.0254618708783717,"ENSMUSG00000004364",TRUE,"Up","Up regulated"
-0.969174943393139,0.654071969050257,18.0982008703947,8.49630143251207e-05,0.0254618708783717,"ENSMUSG00000004885",TRUE,"Down","Down regulated"
-0.482921702970704,1.73523136682386,18.0453235825496,8.55695266383591e-05,0.0254618708783717,"ENSMUSG00000041187",TRUE,"Down","Down regulated"
-0.802176387784323,0.897213657675704,17.8197924229874,9.4464699508244e-05,0.0275783451979445,"ENSMUSG00000000317",TRUE,"Down","Down regulated"
-2.83942091433832,-1.24182676584497,16.7205059242424,9.9932896961127e-05,0.0286344761977688,"ENSMUSG00000100701",TRUE,"Down","Down regulated"
-0.301236885008218,5.54735681839002,17.4834288155897,0.000106708305559622,0.0298838156422499,"ENSMUSG00000019916",TRUE,"Down","Down regulated"
