pathway1,pathway2,similarity
GO:0022851,GO:0004890,0.9
GO:0005216,GO:0015267,0.8690476190476191
GO:0005216,GO:0022803,0.8690476190476191
GO:0004890,GO:0022851,0.9
GO:0008503,GO:0022851,0.7777777777777778
GO:0016917,GO:0022851,0.9
GO:0099095,GO:0022851,0.75
GO:0022851,GO:0008503,0.7777777777777778
GO:0022851,GO:0016917,0.9
GO:0015267,GO:0005216,0.8690476190476191
GO:0022803,GO:0005216,0.8690476190476191
GO:0022836,GO:0005216,0.726027397260274
GO:0022824,GO:0030594,0.7391304347826086
GO:0022835,GO:0030594,0.7391304347826086
GO:0098960,GO:0030594,0.7391304347826086
GO:0005230,GO:0030594,0.7391304347826086
GO:0030594,GO:0022824,0.7391304347826086
GO:1904315,GO:0022824,0.7647058823529411
GO:0030594,GO:0022835,0.7391304347826086
GO:1904315,GO:0022835,0.7647058823529411
GO:0004725,GO:0140793,0.8695652173913043
GO:0004726,GO:0140793,0.9523809523809523
GO:0030946,GO:0140793,0.9523809523809523
GO:0140789,GO:0140793,0.8076923076923077
GO:0035254,GO:0035255,0.7692307692307693
GO:0010851,GO:0010854,0.8571428571428571
GO:0140793,GO:0004725,0.8695652173913043
GO:0004726,GO:0004725,0.9090909090909091
GO:0030946,GO:0004725,0.9090909090909091
GO:0140789,GO:0004725,0.7142857142857143
GO:0004721,GO:0004725,0.7096774193548387
GO:0010854,GO:0010851,0.8571428571428571
GO:0140793,GO:0004726,0.9523809523809523
GO:0004725,GO:0004726,0.9090909090909091
GO:0140789,GO:0004726,0.7692307692307693
GO:0140793,GO:0030946,0.9523809523809523
GO:0004725,GO:0030946,0.9090909090909091
GO:0140789,GO:0030946,0.7692307692307693
GO:0098960,GO:0099529,0.8823529411764706
GO:1904315,GO:0099529,0.8666666666666667
GO:0005216,GO:0022836,0.726027397260274
GO:0030594,GO:0098960,0.7391304347826086
GO:0099529,GO:0098960,0.8823529411764706
GO:1904315,GO:0098960,0.7647058823529411
GO:0140793,GO:0140789,0.8076923076923077
GO:0004725,GO:0140789,0.7142857142857143
GO:0004726,GO:0140789,0.7692307692307693
GO:0030946,GO:0140789,0.7692307692307693
GO:0004721,GO:0140789,0.8387096774193549
GO:0005253,GO:0008509,0.7142857142857143
GO:0015108,GO:0008509,0.7857142857142857
GO:0015103,GO:0008509,0.8275862068965517
GO:0035255,GO:0035254,0.7692307692307693
GO:0030594,GO:0005230,0.7391304347826086
GO:1904315,GO:0005230,0.7647058823529411
GO:0005253,GO:0005254,0.9
GO:0015108,GO:0005254,0.8181818181818182
GO:0015103,GO:0005254,0.72
GO:0016791,GO:0042578,0.7413793103448276
GO:0004725,GO:0004721,0.7096774193548387
GO:0140789,GO:0004721,0.8387096774193549
GO:0016791,GO:0004721,0.7209302325581395
GO:0016877,GO:0015645,0.8888888888888888
GO:0016877,GO:0120515,0.8888888888888888
GO:0005262,GO:0015085,0.8518518518518519
GO:0016247,GO:0141108,0.9666666666666667
GO:0099106,GO:0141108,0.9
GO:0022851,GO:0099095,0.75
GO:0008509,GO:0005253,0.7142857142857143
GO:0005254,GO:0005253,0.9
GO:0015108,GO:0005253,0.75
GO:0022824,GO:1904315,0.7647058823529411
GO:0022835,GO:1904315,0.7647058823529411
GO:0099529,GO:1904315,0.8666666666666667
GO:0098960,GO:1904315,0.7647058823529411
GO:0005230,GO:1904315,0.7647058823529411
GO:0016877,GO:0016405,0.8888888888888888
GO:0042578,GO:0016791,0.7413793103448276
GO:0004721,GO:0016791,0.7209302325581395
GO:0141108,GO:0016247,0.9666666666666667
GO:0099106,GO:0016247,0.9310344827586207
GO:0141052,GO:0032454,0.8333333333333334
GO:0032452,GO:0032454,0.8333333333333334
GO:0140457,GO:0032454,0.8333333333333334
GO:0032451,GO:0032454,0.7142857142857143
GO:0008509,GO:0015108,0.7857142857142857
GO:0005254,GO:0015108,0.8181818181818182
GO:0005253,GO:0015108,0.75
GO:0015103,GO:0015108,0.88
GO:0030545,GO:0048018,0.9393939393939394
GO:0099604,GO:0004970,0.7142857142857143
GO:0141108,GO:0099106,0.9
GO:0016247,GO:0099106,0.9310344827586207
GO:0015085,GO:0005262,0.8518518518518519
GO:0030545,GO:0030546,0.9393939393939394
GO:0016877,GO:0016878,0.8888888888888888
GO:0001227,GO:0001217,0.925
GO:0045294,GO:0070097,0.75
GO:0022843,GO:0005244,0.8214285714285714
GO:0030971,GO:1990782,0.7142857142857143
GO:0005416,GO:0005283,0.8571428571428571
GO:0005343,GO:0005283,0.8571428571428571
GO:0047676,GO:0004467,0.8
GO:0022843,GO:0022832,0.8214285714285714
GO:0005283,GO:0005416,0.8571428571428571
GO:0005343,GO:0005416,0.75
GO:0018455,GO:0008106,0.875
GO:0015145,GO:0051119,0.8571428571428571
GO:0015149,GO:0051119,0.7142857142857143
GO:0055056,GO:0051119,0.7142857142857143
GO:0048018,GO:0030545,0.9393939393939394
GO:0030546,GO:0030545,0.9393939393939394
GO:0005267,GO:0015079,0.7307692307692307
GO:0004879,GO:0098531,0.9166666666666666
GO:0004467,GO:0047676,0.8
GO:0004857,GO:0140678,0.7285714285714285
GO:0016782,GO:0008146,0.8461538461538461
GO:0015645,GO:0016877,0.8888888888888888
GO:0120515,GO:0016877,0.8888888888888888
GO:0016405,GO:0016877,0.8888888888888888
GO:0016878,GO:0016877,0.8888888888888888
GO:1990782,GO:0030971,0.7142857142857143
GO:0001217,GO:0001227,0.925
GO:0005244,GO:0022843,0.8214285714285714
GO:0022832,GO:0022843,0.8214285714285714
GO:0005525,GO:0019001,0.9454545454545454
GO:0005525,GO:0032561,0.9454545454545454
GO:0046943,GO:0008514,0.717948717948718
GO:0005342,GO:0008514,0.717948717948718
GO:0008509,GO:0015103,0.8275862068965517
GO:0005254,GO:0015103,0.72
GO:0015108,GO:0015103,0.88
GO:0008146,GO:0016782,0.8461538461538461
GO:0008235,GO:0004180,0.7272727272727273
GO:0019001,GO:0005525,0.9454545454545454
GO:0032561,GO:0005525,0.9454545454545454
GO:0051119,GO:0015145,0.8571428571428571
GO:0015149,GO:0015145,0.8333333333333334
GO:0055056,GO:0015145,0.8333333333333334
GO:0015144,GO:0015145,0.8571428571428571
GO:0018455,GO:0004033,0.875
GO:0005452,GO:0140410,0.75
GO:0008514,GO:0046943,0.717948717948718
GO:0098531,GO:0004879,0.9166666666666666
GO:0140297,GO:0061629,0.7868852459016393
GO:0008514,GO:0005342,0.717948717948718
GO:0140313,GO:0140311,0.7777777777777778
GO:0140678,GO:0004857,0.7285714285714285
GO:0015485,GO:0032934,0.75
GO:0005030,GO:0005010,0.8181818181818182
GO:0038064,GO:0005010,0.8181818181818182
GO:0005004,GO:0005010,0.9
GO:0005008,GO:0005010,0.9
GO:0005009,GO:0005010,0.9
GO:0005011,GO:0005010,0.9
GO:0005018,GO:0005010,0.9
GO:0005020,GO:0005010,0.9
GO:0008288,GO:0005010,0.9
GO:0036332,GO:0005010,0.9
GO:0038062,GO:0005010,0.9
GO:0060175,GO:0005010,0.9
GO:0005006,GO:0005010,0.9
GO:0005007,GO:0005010,0.9
GO:0005017,GO:0005010,0.9
GO:0005019,GO:0005010,0.9
GO:0005021,GO:0005010,0.9
GO:0005003,GO:0005010,0.9
GO:0005005,GO:0005010,0.9
GO:0019199,GO:0005010,0.9090909090909091
GO:0005010,GO:0005030,0.8181818181818182
GO:0038064,GO:0005030,0.8181818181818182
GO:0005004,GO:0005030,0.9
GO:0005008,GO:0005030,0.9
GO:0005009,GO:0005030,0.9
GO:0005011,GO:0005030,0.9
GO:0005018,GO:0005030,0.9
GO:0005020,GO:0005030,0.9
GO:0008288,GO:0005030,0.9
GO:0036332,GO:0005030,0.9
GO:0038062,GO:0005030,0.9
GO:0060175,GO:0005030,0.9
GO:0005006,GO:0005030,0.9
GO:0005007,GO:0005030,0.9
GO:0005017,GO:0005030,0.9
GO:0005019,GO:0005030,0.9
GO:0005021,GO:0005030,0.9
GO:0004714,GO:0005030,0.8181818181818182
GO:0005003,GO:0005030,0.9
GO:0005005,GO:0005030,0.9
GO:0019199,GO:0005030,0.75
GO:0005004,GO:0016500,0.75
GO:0005008,GO:0016500,0.75
GO:0005009,GO:0016500,0.75
GO:0005011,GO:0016500,0.75
GO:0005018,GO:0016500,0.75
GO:0005020,GO:0016500,0.75
GO:0008288,GO:0016500,0.75
GO:0036332,GO:0016500,0.75
GO:0038062,GO:0016500,0.75
GO:0060175,GO:0016500,0.75
GO:0005006,GO:0016500,0.75
GO:0005007,GO:0016500,0.75
GO:0005017,GO:0016500,0.75
GO:0005019,GO:0016500,0.75
GO:0005021,GO:0016500,0.75
GO:0005003,GO:0016500,0.75
GO:0005005,GO:0016500,0.75
GO:0005283,GO:0005343,0.8571428571428571
GO:0005416,GO:0005343,0.75
GO:0099604,GO:0008066,0.7142857142857143
GO:0032454,GO:0141052,0.8333333333333334
GO:0032451,GO:0141052,0.8571428571428571
GO:0005010,GO:0038064,0.8181818181818182
GO:0005030,GO:0038064,0.8181818181818182
GO:0005004,GO:0038064,0.9
GO:0005008,GO:0038064,0.9
GO:0005009,GO:0038064,0.9
GO:0005011,GO:0038064,0.9
GO:0005018,GO:0038064,0.9
GO:0005020,GO:0038064,0.9
GO:0008288,GO:0038064,0.9
GO:0036332,GO:0038064,0.9
GO:0038062,GO:0038064,0.9
GO:0060175,GO:0038064,0.9
GO:0005006,GO:0038064,0.9
GO:0005007,GO:0038064,0.9
GO:0005017,GO:0038064,0.9
GO:0005019,GO:0038064,0.9
GO:0005021,GO:0038064,0.9
GO:0004714,GO:0038064,0.8181818181818182
GO:0005003,GO:0038064,0.9
GO:0005005,GO:0038064,0.9
GO:0019199,GO:0038064,0.75
GO:0019207,GO:0019887,0.972972972972973
GO:0019902,GO:0019903,0.8461538461538461
GO:0015079,GO:0005267,0.7307692307692307
GO:0005249,GO:0005267,0.7368421052631579
GO:0022804,GO:0015291,0.7358490566037735
GO:0032454,GO:0032452,0.8333333333333334
GO:0032451,GO:0032452,0.8571428571428571
GO:0070097,GO:0045294,0.75
GO:0051119,GO:0015149,0.7142857142857143
GO:0015145,GO:0015149,0.8333333333333334
GO:0015144,GO:0015149,0.7142857142857143
GO:0051119,GO:0055056,0.7142857142857143
GO:0015145,GO:0055056,0.8333333333333334
GO:0015144,GO:0055056,0.7142857142857143
GO:0008017,GO:0015631,0.7058823529411765
GO:0015145,GO:0015144,0.8571428571428571
GO:0015149,GO:0015144,0.7142857142857143
GO:0055056,GO:0015144,0.7142857142857143
GO:0005010,GO:0005004,0.9
GO:0005030,GO:0005004,0.9
GO:0016500,GO:0005004,0.75
GO:0038064,GO:0005004,0.9
GO:0004714,GO:0005004,0.9
GO:0019199,GO:0005004,0.8181818181818182
GO:0005010,GO:0005008,0.9
GO:0005030,GO:0005008,0.9
GO:0016500,GO:0005008,0.75
GO:0038064,GO:0005008,0.9
GO:0004714,GO:0005008,0.9
GO:0019199,GO:0005008,0.8181818181818182
GO:0005010,GO:0005009,0.9
GO:0005030,GO:0005009,0.9
GO:0016500,GO:0005009,0.75
GO:0038064,GO:0005009,0.9
GO:0004714,GO:0005009,0.9
GO:0019199,GO:0005009,0.8181818181818182
GO:0005010,GO:0005011,0.9
GO:0005030,GO:0005011,0.9
GO:0016500,GO:0005011,0.75
GO:0038064,GO:0005011,0.9
GO:0004714,GO:0005011,0.9
GO:0019199,GO:0005011,0.8181818181818182
GO:0005010,GO:0005018,0.9
GO:0005030,GO:0005018,0.9
GO:0016500,GO:0005018,0.75
GO:0038064,GO:0005018,0.9
GO:0004714,GO:0005018,0.9
GO:0019199,GO:0005018,0.8181818181818182
GO:0005010,GO:0005020,0.9
GO:0005030,GO:0005020,0.9
GO:0016500,GO:0005020,0.75
GO:0038064,GO:0005020,0.9
GO:0004714,GO:0005020,0.9
GO:0019199,GO:0005020,0.8181818181818182
GO:0005010,GO:0008288,0.9
GO:0005030,GO:0008288,0.9
GO:0016500,GO:0008288,0.75
GO:0038064,GO:0008288,0.9
GO:0004714,GO:0008288,0.9
GO:0019199,GO:0008288,0.8181818181818182
GO:0005010,GO:0036332,0.9
GO:0005030,GO:0036332,0.9
GO:0016500,GO:0036332,0.75
GO:0038064,GO:0036332,0.9
GO:0004714,GO:0036332,0.9
GO:0019199,GO:0036332,0.8181818181818182
GO:0005010,GO:0038062,0.9
GO:0005030,GO:0038062,0.9
GO:0016500,GO:0038062,0.75
GO:0038064,GO:0038062,0.9
GO:0004714,GO:0038062,0.9
GO:0019199,GO:0038062,0.8181818181818182
GO:0005010,GO:0060175,0.9
GO:0005030,GO:0060175,0.9
GO:0016500,GO:0060175,0.75
GO:0038064,GO:0060175,0.9
GO:0004714,GO:0060175,0.9
GO:0019199,GO:0060175,0.8181818181818182
GO:0070717,GO:0008187,0.7142857142857143
GO:0008266,GO:0008187,0.8333333333333334
GO:0004970,GO:0099604,0.7142857142857143
GO:0008066,GO:0099604,0.7142857142857143
GO:0032454,GO:0140457,0.8333333333333334
GO:0032451,GO:0140457,0.8571428571428571
GO:0141003,GO:0035173,0.9791666666666666
GO:0140996,GO:0035173,0.9791666666666666
